account_id,customer_id,account_type,open_date,current_balance,account_status
500606,100532,Savings,2022-08-26,21947,Active
500607,100533,Savings,2023-11-04,58566,Active
500608,100534,Savings,2023-08-03,22896,Inactive
500609,100535,Savings,2022-12-29,25614,Active
500610,100536,Current,2022-03-11,48219,Active
500611,100537,Savings,2023-12-03,11442,Inactive
500612,100538,Salary,2023-07-10,14868,Active
500613,100538,Savings,2022-07-09,19948,Active
500614,100539,Current,2022-07-22,56972,Active
500615,100540,Savings,2022-07-17,39198,Active
500616,100541,Savings,2023-07-29,16385,Active
500617,100542,Savings,2022-08-13,6626,Active
500618,100542,Salary,2023-07-09,48877,Inactive
500619,100543,Salary,2024-03-24,19680,Active
500620,100543,Savings,2023-08-28,15791,Frozen
500621,100544,Salary,2022-11-20,16606,Inactive
500622,100545,Savings,2022-02-02,12627,Active
500623,100546,Savings,2022-01-25,36155,Active
500624,100547,Savings,2023-09-12,94020,Active
500625,100548,Current,2024-04-07,35143,Active
500626,100549,Salary,2022-08-10,6701,Inactive
500627,100550,Savings,2022-12-10,68567,Active
500628,100550,Savings,2024-02-28,115041,Active
500629,100551,Savings,2024-01-11,20448,Active
500630,100552,Savings,2022-08-29,41636,Inactive
500631,100553,Savings,2022-08-05,29278,Active
500632,100554,Salary,2022-12-07,8298,Active
500633,100555,Current,2023-09-02,12008,Active
500634,100556,Salary,2022-07-08,25658,Active
500635,100557,Savings,2024-01-28,29232,Active
500636,100558,Salary,2023-07-08,11203,Active
500637,100559,Savings,2023-03-29,5537,Active
500638,100560,Salary,2023-01-15,16028,Active
500639,100561,Savings,2023-02-01,75828,Frozen
500640,100562,Current,2022-08-27,195227,Active
500641,100563,Savings,2022-10-21,24431,Active
500642,100564,Savings,2024-04-17,36370,Inactive
500643,100564,Savings,2022-02-03,33251,Active
500644,100565,Salary,2022-05-27,20938,Active
500645,100566,Savings,2022-08-20,27165,Inactive
500646,100567,Salary,2022-05-26,33011,Active
500647,100568,Savings,2022-08-31,16399,Active
500648,100569,Salary,2024-01-14,9266,Active
500649,100570,Savings,2024-01-15,6074,Active
500650,100571,Salary,2022-03-15,113469,Frozen
500651,100572,Current,2022-05-07,56103,Active
500652,100573,Savings,2023-06-24,56516,Active
500653,100574,Savings,2024-04-02,40736,Active
500654,100575,Savings,2022-08-17,20164,Active
500655,100575,Salary,2024-02-18,11522,Inactive
500656,100576,Savings,2022-12-05,68493,Active
500657,100577,Savings,2023-09-05,19483,Active
500658,100578,Salary,2023-04-22,114495,Active
500659,100579,Savings,2023-11-26,101241,Active
500660,100580,Savings,2022-02-23,9774,Active
500661,100581,Savings,2024-04-22,14357,Active
500662,100582,Savings,2024-03-29,43409,Inactive
500663,100583,Savings,2022-01-26,27991,Active
500664,100584,Savings,2022-02-12,99297,Active
500665,100585,Savings,2023-12-06,10930,Active
500666,100585,Current,2022-11-21,55553,Active
500667,100586,Savings,2023-09-20,43036,Active
500668,100587,Savings,2022-12-07,34268,Inactive
500669,100588,Current,2023-09-29,51161,Active
500670,100589,Savings,2023-06-06,51774,Active
500671,100589,Salary,2024-02-23,8582,Active
500672,100590,Savings,2023-08-21,15570,Active
500673,100591,Savings,2023-10-17,11037,Active
500674,100592,Savings,2023-07-27,22658,Active
500675,100593,Salary,2023-10-29,107408,Active
500676,100594,Savings,2022-10-03,30013,Active
500677,100595,Savings,2022-02-27,393904,Active
500678,100595,Savings,2023-05-09,43643,Active
500679,100596,Savings,2023-07-06,19937,Active
500680,100597,Salary,2022-08-29,26550,Active
500681,100598,Savings,2022-07-19,47655,Inactive
500682,100599,Savings,2023-07-23,5381,Active
500683,100600,Salary,2022-06-05,12535,Active
500684,100601,Savings,2022-12-17,36378,Inactive
500685,100601,Current,2023-12-08,5915,Active
500686,100602,Salary,2022-05-12,2288,Active
500687,100603,Current,2024-04-09,9450,Active
500688,100604,Savings,2023-05-03,15595,Active
500689,100604,Savings,2024-04-08,7775,Active
500690,100605,Savings,2024-03-21,14713,Active
500691,100606,Savings,2023-10-22,23277,Active
500692,100607,Savings,2022-09-23,26376,Frozen
500693,100607,Salary,2022-11-15,31999,Active
500694,100608,Current,2022-09-25,2693,Frozen
500695,100609,Savings,2024-01-15,66874,Active
500696,100610,Savings,2023-02-08,31612,Active
500697,100611,Savings,2023-05-21,7746,Active
500698,100611,Savings,2023-01-29,27794,Active
500699,100612,Salary,2023-05-27,19329,Active
500700,100613,Current,2024-03-04,7799,Active
500701,100614,Savings,2023-04-23,15132,Active
500702,100615,Current,2023-12-04,12032,Active
500703,100616,Savings,2022-02-25,92654,Inactive
500704,100617,Salary,2023-09-27,73267,Active
500705,100618,Savings,2022-04-22,19768,Active
500706,100619,Savings,2022-02-06,54494,Active
500707,100620,Savings,2024-02-14,20965,Active
500708,100621,Savings,2023-08-18,39367,Active
500709,100622,Savings,2022-12-14,25419,Active
500710,100623,Savings,2023-10-17,63171,Active
500711,100624,Salary,2024-03-19,101307,Active
500712,100625,Savings,2023-03-20,12435,Active
500713,100625,Savings,2023-10-07,5752,Active
500714,100626,Salary,2022-09-15,41254,Active
500715,100627,Savings,2022-03-31,44577,Active
500716,100628,Savings,2022-06-03,5896,Active
500717,100629,Salary,2023-08-22,16540,Active
500718,100629,Savings,2024-02-25,23580,Active
500719,100630,Savings,2022-03-04,17470,Active
500720,100631,Savings,2022-09-16,66305,Active
500721,100632,Savings,2022-10-03,57074,Active
500722,100633,Salary,2023-03-12,25072,Active
500723,100634,Savings,2024-04-14,12511,Active
500724,100635,Current,2022-02-17,74462,Active
500725,100636,Savings,2023-08-08,6879,Active
500726,100637,Savings,2023-02-05,24426,Active
500727,100638,Savings,2022-09-09,19912,Active
500728,100639,Savings,2022-11-20,19813,Inactive
500729,100640,Savings,2022-01-23,6438,Active
500730,100641,Savings,2023-02-25,25560,Active
500731,100641,Salary,2022-07-16,13029,Active
500732,100642,Current,2023-04-05,15063,Active
500733,100643,Savings,2023-03-22,14964,Active
500734,100644,Savings,2022-11-08,29717,Active
500735,100645,Current,2023-10-03,121664,Active
500736,100646,Savings,2023-06-01,6620,Inactive
500737,100647,Savings,2023-11-19,2628,Active
500738,100648,Savings,2023-09-11,7639,Inactive
500739,100649,Current,2023-03-22,22572,Active
500740,100650,Current,2022-03-29,37994,Active
500741,100651,Savings,2023-12-30,33630,Active
500742,100651,Salary,2022-12-19,14113,Active
500743,100652,Current,2022-08-15,2722,Active
500744,100653,Salary,2024-02-05,40589,Inactive
500745,100654,Savings,2024-04-20,61814,Active
500746,100655,Savings,2023-12-31,7976,Active
500747,100656,Savings,2023-05-05,14531,Active
500748,100657,Savings,2023-07-12,17060,Active
500749,100658,Current,2023-08-22,16469,Active
500750,100659,Salary,2022-10-09,12597,Active
500751,100660,Salary,2022-12-01,27104,Active
500752,100661,Salary,2023-11-11,10023,Active
500753,100662,Salary,2023-11-24,24585,Active
500754,100662,Current,2023-04-17,11291,Active
500755,100663,Savings,2022-01-24,52412,Inactive
500756,100664,Current,2022-03-19,6505,Active
500757,100665,Savings,2023-01-08,33420,Active
500758,100666,Savings,2023-01-03,10088,Active
500759,100667,Savings,2023-02-12,31803,Active
500760,100668,Savings,2023-09-18,305004,Active
500761,100669,Savings,2022-03-29,22244,Active
500762,100670,Savings,2022-01-22,46238,Active
500763,100671,Savings,2024-04-18,74372,Active
500764,100672,Current,2023-01-07,9747,Active
500765,100673,Salary,2022-08-12,18357,Active
500766,100674,Savings,2024-04-11,17542,Active
500767,100675,Savings,2023-01-03,9566,Active
500768,100676,Current,2022-06-03,5558,Active
500769,100677,Salary,2023-03-18,4359,Active
500770,100677,Savings,2023-08-30,20493,Active
500771,100678,Savings,2023-12-25,30637,Active
500772,100679,Savings,2022-08-20,28289,Active
500773,100680,Savings,2023-11-16,3313,Active
500774,100681,Savings,2023-11-28,28031,Active
500775,100682,Savings,2022-02-15,28936,Active
500776,100683,Savings,2023-07-01,11823,Active
500777,100684,Savings,2022-01-22,24787,Inactive
500778,100685,Savings,2022-02-14,7069,Active
500779,100686,Savings,2023-04-24,38361,Active
500780,100687,Savings,2022-09-13,13215,Active
500781,100688,Savings,2022-09-25,245461,Active
500782,100689,Savings,2022-06-26,36581,Active
500783,100690,Salary,2023-04-26,11172,Active
500784,100691,Savings,2024-02-12,34746,Active
500785,100692,Savings,2024-01-06,13781,Active
500786,100693,Savings,2023-06-01,60570,Active
500787,100694,Savings,2024-03-18,4605,Active
500788,100695,Savings,2022-10-31,17982,Active
500789,100695,Savings,2024-03-26,22360,Active
500790,100696,Savings,2023-01-12,29958,Active
500791,100697,Current,2023-12-10,38461,Active
500792,100697,Salary,2022-04-03,3268,Active
500793,100698,Salary,2023-11-02,7438,Inactive
500794,100699,Savings,2022-09-10,22688,Active
500795,100699,Savings,2023-03-13,5442,Active
500796,100700,Salary,2023-06-14,21073,Active
500797,100701,Savings,2022-04-26,35916,Active
500798,100701,Savings,2023-02-03,21387,Active
500799,100702,Savings,2023-03-22,4716,Active
500800,100703,Savings,2023-12-28,18533,Active
500801,100704,Salary,2023-11-22,6143,Active
500802,100705,Current,2024-04-11,22528,Active
500803,100705,Savings,2023-10-09,26949,Active
500804,100706,Current,2022-08-08,7743,Active
500805,100707,Savings,2022-07-01,14662,Inactive
500806,100708,Savings,2023-10-15,27293,Active
500807,100709,Salary,2022-08-18,56879,Active
500808,100710,Savings,2024-03-28,62039,Active
500809,100711,Current,2024-01-28,25759,Active
500810,100712,Salary,2022-11-26,40681,Active
500811,100713,Current,2022-11-24,28818,Active
500812,100713,Current,2023-12-02,22998,Active
500813,100714,Savings,2024-04-23,11780,Active
500814,100715,Current,2023-03-02,34852,Active
500815,100716,Savings,2022-10-13,29380,Active
500816,100716,Savings,2022-03-26,19265,Active
500817,100717,Savings,2022-10-24,133559,Inactive
500818,100718,Savings,2023-10-11,45017,Active
500819,100719,Savings,2024-01-05,35115,Active
500820,100720,Savings,2023-08-26,45322,Active
500821,100721,Savings,2022-01-29,3845,Active
500822,100722,Savings,2023-02-03,16365,Active
500823,100723,Salary,2022-07-04,16190,Active
500824,100724,Current,2023-10-22,36238,Active
500825,100725,Savings,2024-01-13,31744,Active
500826,100726,Salary,2022-05-14,12171,Active
500827,100727,Salary,2023-09-27,13334,Active
500828,100728,Savings,2022-02-22,16539,Active
500829,100729,Savings,2023-09-22,5233,Active
500830,100730,Salary,2023-01-26,135210,Active
500831,100731,Savings,2022-12-17,22413,Active
500832,100732,Savings,2022-04-26,8495,Active
500833,100732,Savings,2023-04-07,71648,Active
500834,100733,Current,2022-06-22,20301,Active
500835,100734,Salary,2023-02-24,5480,Active
500836,100734,Savings,2023-06-05,27251,Active
500837,100735,Savings,2023-09-22,77075,Active
500838,100736,Salary,2023-03-09,4583,Active
500839,100737,Savings,2023-07-09,6134,Active
500840,100738,Savings,2024-03-30,32291,Active
500841,100739,Current,2023-10-31,14316,Active
500842,100740,Savings,2024-02-08,39079,Frozen
500843,100741,Current,2023-10-21,35528,Active
500844,100742,Salary,2024-02-23,8010,Active
500845,100743,Savings,2023-03-02,30867,Active
500846,100744,Current,2023-08-14,14850,Active
500847,100745,Salary,2022-08-28,39945,Active
500848,100746,Salary,2022-05-28,7098,Active
500849,100747,Savings,2024-03-06,103560,Active
500850,100748,Current,2022-10-14,53787,Active
500851,100749,Savings,2022-10-02,9050,Active
500852,100749,Salary,2022-01-31,16213,Active
500853,100750,Current,2022-07-14,67271,Active
500854,100751,Savings,2023-09-15,24786,Active
500855,100752,Savings,2022-01-03,14717,Active
500856,100753,Savings,2023-06-04,7641,Active
500857,100754,Current,2022-08-27,38477,Active
500858,100755,Savings,2023-05-01,11227,Inactive
500859,100756,Savings,2023-02-12,38542,Active
500860,100757,Salary,2023-07-06,12536,Active
500861,100758,Salary,2022-07-27,48525,Active
500862,100759,Current,2023-03-08,108496,Active
500863,100760,Current,2023-08-10,5393,Active
500864,100761,Current,2023-01-14,23073,Active
500865,100762,Savings,2024-04-24,26318,Active
500866,100763,Savings,2023-01-17,65058,Inactive
500867,100764,Current,2023-05-03,15261,Active
500868,100765,Savings,2022-03-07,13593,Active
500869,100766,Savings,2023-12-19,3542,Active
500870,100767,Savings,2023-11-19,35026,Active
500871,100768,Savings,2023-10-16,22979,Active
500872,100769,Current,2022-12-01,8480,Active
500873,100769,Current,2023-10-11,15124,Active
500874,100770,Savings,2022-09-27,20116,Active
500875,100771,Savings,2022-09-30,5437,Active
500876,100771,Savings,2023-09-14,48772,Active
500877,100772,Salary,2024-01-17,14642,Active
500878,100773,Savings,2024-04-03,16058,Active
500879,100774,Current,2023-02-12,63313,Active
500880,100774,Salary,2022-03-24,39065,Frozen
500881,100775,Savings,2022-03-23,50797,Inactive
500882,100776,Savings,2023-08-06,15896,Active
500883,100776,Current,2024-02-21,14750,Active
500884,100777,Savings,2023-01-29,8389,Active
500885,100778,Savings,2022-06-22,21769,Active
500886,100779,Savings,2024-02-07,20046,Active
500887,100780,Savings,2022-12-07,105292,Active
500888,100781,Savings,2022-02-19,17031,Active
500889,100782,Salary,2022-04-22,15524,Active
500890,100783,Savings,2023-02-16,7550,Inactive
500891,100783,Salary,2022-07-31,74906,Active
500892,100784,Savings,2023-05-22,5816,Active
500893,100784,Salary,2022-08-02,14082,Active
500894,100785,Savings,2022-06-11,14707,Inactive
500895,100785,Current,2022-11-25,125334,Active
500896,100786,Salary,2022-02-11,16485,Active
500897,100787,Salary,2023-06-12,32235,Inactive
500898,100788,Savings,2023-07-20,8487,Active
500899,100788,Salary,2023-09-02,11187,Active
500900,100789,Savings,2023-03-07,28825,Active
500901,100790,Savings,2022-03-06,104207,Active
500902,100790,Savings,2022-06-23,30700,Active
500903,100791,Salary,2023-05-13,63812,Active
500904,100792,Savings,2023-09-14,4872,Active
500905,100793,Current,2023-09-05,16945,Active
500906,100794,Salary,2024-03-23,22280,Active
500907,100794,Salary,2023-02-21,53107,Active
500908,100795,Salary,2024-03-11,11518,Active
500909,100795,Current,2022-12-27,26828,Active
500910,100796,Savings,2023-12-06,8634,Active
500911,100797,Savings,2023-10-21,32800,Active
500912,100797,Savings,2023-08-06,7140,Active
500913,100798,Salary,2022-11-06,10971,Active
500914,100799,Current,2023-10-16,5898,Active
500915,100800,Savings,2024-03-07,15494,Active
500916,100801,Salary,2022-12-28,20231,Active
500917,100802,Salary,2023-03-11,4268,Active
500918,100802,Savings,2023-05-07,7936,Active
500919,100803,Salary,2022-11-30,14354,Active
500920,100804,Savings,2022-03-26,22485,Active
500921,100805,Savings,2023-04-10,13219,Active
500922,100806,Savings,2023-06-13,13411,Active
500923,100807,Salary,2023-01-04,26825,Active
500924,100808,Current,2022-05-07,15945,Active
500925,100809,Savings,2023-07-25,58333,Active
500926,100810,Savings,2023-09-24,35971,Active
500927,100811,Savings,2022-10-29,182887,Inactive
500928,100811,Current,2023-10-24,30000,Active
500929,100812,Savings,2022-05-03,6275,Active
500930,100813,Savings,2023-06-12,31425,Active
500931,100814,Current,2024-04-21,49831,Active
500932,100814,Salary,2022-04-05,29635,Active
500933,100815,Salary,2024-03-07,30149,Active
500934,100816,Savings,2023-08-01,16991,Active
500935,100817,Current,2022-04-17,60460,Active
500936,100818,Savings,2023-07-15,19565,Active
500937,100819,Savings,2022-12-23,56509,Active
500938,100819,Current,2023-08-29,9142,Active
500939,100820,Savings,2023-11-01,5145,Active
500940,100821,Savings,2023-11-23,4857,Active
500941,100822,Savings,2023-08-04,18556,Active
500942,100823,Savings,2022-08-07,47721,Active
500943,100824,Savings,2024-04-25,31469,Active
500944,100825,Current,2024-04-17,14786,Active
500945,100826,Current,2023-01-10,75244,Active
500946,100827,Salary,2022-01-06,14636,Active
500947,100828,Savings,2022-09-04,27826,Active
500948,100829,Savings,2022-12-23,62612,Active
500949,100829,Savings,2023-04-25,9665,Active
500950,100830,Savings,2023-12-30,14662,Active
500951,100831,Current,2022-06-07,32390,Active
500952,100831,Savings,2023-01-03,30125,Inactive
500953,100832,Salary,2023-11-16,102456,Inactive
500954,100833,Savings,2022-11-21,48817,Active
500955,100833,Savings,2024-03-15,5632,Active
500956,100834,Salary,2023-01-26,95885,Active
500957,100835,Savings,2023-03-31,41466,Active
500958,100836,Current,2024-03-20,43736,Inactive
500959,100837,Savings,2023-04-27,17434,Active
500960,100838,Savings,2023-04-08,46511,Active
500961,100839,Savings,2022-09-26,5807,Inactive
500962,100840,Savings,2022-12-18,23798,Inactive
500963,100841,Savings,2022-12-03,16780,Active
500964,100841,Salary,2022-05-05,41598,Active
500965,100842,Savings,2023-08-25,13037,Active
500966,100842,Savings,2023-03-02,12914,Active
500967,100843,Savings,2022-10-20,42444,Inactive
500968,100844,Savings,2022-03-20,4580,Active
500969,100845,Savings,2022-09-09,19579,Active
500970,100846,Savings,2023-05-27,19776,Active
500971,100847,Savings,2023-07-14,13458,Active
500972,100848,Savings,2023-01-13,23511,Active
500973,100848,Current,2022-12-10,13448,Active
500974,100849,Savings,2023-09-30,49071,Active
500975,100850,Savings,2022-04-28,13344,Active
500976,100851,Savings,2024-01-22,12261,Active
500977,100852,Savings,2023-06-23,46514,Active
500978,100853,Savings,2023-07-24,11888,Active
500979,100854,Savings,2022-10-04,16808,Active
500980,100855,Salary,2024-03-17,256621,Active
500981,100856,Savings,2023-07-01,11278,Active
500982,100857,Savings,2022-02-23,10780,Active
500983,100857,Salary,2023-07-04,14546,Active
500984,100858,Savings,2023-05-02,69477,Active
500985,100858,Savings,2023-08-18,32462,Active
500986,100859,Savings,2024-02-11,57512,Active
500987,100860,Current,2024-04-19,52123,Active
500988,100861,Savings,2024-01-21,25839,Active
500989,100862,Current,2022-03-24,34763,Active
500990,100863,Salary,2023-08-26,20380,Inactive
500991,100864,Savings,2023-05-07,38954,Active
500992,100865,Savings,2023-01-26,27846,Inactive
500993,100866,Savings,2022-10-07,45861,Active
500994,100867,Savings,2023-01-29,2063,Active
500995,100868,Savings,2023-09-03,14156,Active
500996,100869,Current,2024-04-28,10648,Active
500997,100870,Savings,2023-10-21,21445,Active
500998,100871,Current,2022-10-29,31997,Active
500999,100872,Savings,2022-08-03,49734,Frozen
501000,100873,Salary,2023-11-06,61298,Active
501001,100873,Savings,2024-03-16,14927,Active
501002,100874,Savings,2023-04-01,23900,Inactive
501003,100874,Salary,2024-01-04,6304,Active
501004,100875,Savings,2023-06-06,15017,Active
501005,100876,Current,2023-12-19,37607,Active
501006,100876,Current,2022-05-31,77826,Active
501007,100877,Savings,2024-02-01,7062,Inactive
501008,100877,Salary,2023-12-20,41019,Active
501009,100878,Salary,2023-08-04,11525,Active
501010,100878,Salary,2024-02-01,44800,Active
501011,100879,Savings,2024-01-19,17283,Active
501012,100880,Savings,2023-12-05,13326,Active
501013,100881,Current,2023-12-12,4310,Active
501014,100882,Salary,2024-02-19,12236,Inactive
501015,100883,Salary,2023-04-19,21298,Inactive
501016,100884,Savings,2024-04-21,5931,Active
501017,100885,Savings,2023-02-12,14961,Inactive
501018,100886,Savings,2023-03-02,11862,Active
501019,100886,Savings,2022-05-18,28028,Active
501020,100887,Salary,2023-09-16,60944,Active
501021,100888,Savings,2022-03-27,14592,Active
501022,100889,Current,2022-02-25,71890,Active
501023,100890,Savings,2023-04-24,31622,Active
501024,100891,Salary,2024-04-12,23895,Active
501025,100892,Current,2023-09-08,10385,Active
501026,100893,Salary,2023-09-19,10163,Active
501027,100894,Current,2022-11-28,27543,Active
501028,100895,Savings,2022-02-05,72769,Active
501029,100895,Salary,2023-04-19,18939,Inactive
501030,100896,Current,2023-07-22,22405,Active
501031,100897,Salary,2023-02-09,13977,Active
501032,100898,Salary,2023-08-13,18279,Active
501033,100899,Savings,2023-09-05,21173,Active
501034,100900,Savings,2023-09-29,69188,Inactive
501035,100901,Savings,2022-08-20,39971,Active
501036,100902,Savings,2023-12-06,15050,Active
501037,100903,Savings,2022-09-30,8589,Active
501038,100904,Savings,2022-10-19,42647,Inactive
501039,100905,Salary,2023-09-02,21960,Active
501040,100906,Savings,2022-12-21,13670,Active
501041,100907,Salary,2023-07-02,43033,Active
501042,100908,Savings,2023-10-02,49802,Active
501043,100909,Savings,2022-11-17,88269,Active
501044,100910,Salary,2023-01-30,17571,Active
501045,100911,Savings,2022-04-08,59031,Active
501046,100912,Current,2022-11-24,16928,Active
501047,100913,Savings,2022-08-03,20653,Active
501048,100913,Salary,2022-09-17,11881,Inactive
501049,100914,Current,2024-04-09,23734,Active
501050,100915,Salary,2022-05-10,24629,Active
501051,100916,Savings,2024-04-24,26553,Active
501052,100917,Salary,2024-04-18,16718,Active
501053,100918,Savings,2023-04-05,27538,Active
501054,100918,Savings,2023-06-23,18719,Active
501055,100919,Salary,2022-12-03,110781,Active
501056,100920,Savings,2024-03-01,53383,Active
501057,100921,Savings,2022-10-10,4566,Active
501058,100922,Savings,2022-03-29,36008,Active
501059,100923,Savings,2022-01-02,9377,Active
501060,100924,Salary,2024-03-06,20594,Active
501061,100925,Savings,2022-02-20,11984,Active
501062,100926,Savings,2022-10-31,40055,Active
501063,100927,Savings,2022-01-30,7814,Active
501064,100928,Savings,2023-07-16,118315,Inactive
501065,100929,Salary,2023-06-30,13895,Active
501066,100930,Savings,2023-09-27,15729,Active
501067,100931,Current,2022-08-27,60592,Active
501068,100932,Salary,2022-07-27,47889,Active
501069,100932,Savings,2023-05-24,15880,Inactive
501070,100933,Savings,2022-02-22,25206,Active
501071,100933,Salary,2022-08-10,16309,Active
501072,100934,Savings,2022-12-29,20385,Active
501073,100935,Savings,2023-03-20,51513,Active
501074,100935,Salary,2022-08-19,42761,Active
501075,100936,Savings,2023-03-29,13174,Active
501076,100937,Savings,2022-05-08,16858,Active
501077,100938,Salary,2022-01-04,11580,Active
501078,100939,Savings,2023-04-05,26698,Inactive
501079,100940,Savings,2022-07-23,1246,Active
501080,100941,Savings,2022-04-02,15586,Active
501081,100941,Savings,2022-02-21,21896,Active
501082,100942,Current,2023-04-19,6998,Active
501083,100943,Salary,2022-06-24,25247,Active
501084,100944,Savings,2022-01-05,31546,Active
501085,100945,Savings,2023-09-13,13043,Active
501086,100946,Salary,2022-01-15,13012,Active
501087,100947,Savings,2023-10-21,40531,Inactive
501088,100948,Savings,2023-08-23,11704,Active
501089,100948,Savings,2023-05-18,21528,Active
501090,100949,Savings,2024-04-07,19415,Active
501091,100950,Savings,2023-05-20,4959,Active
501092,100950,Salary,2022-08-10,19356,Active
501093,100951,Savings,2023-04-15,7730,Active
501094,100952,Savings,2023-03-18,34873,Active
501095,100952,Salary,2022-10-27,10013,Active
501096,100953,Salary,2022-10-06,10613,Active
501097,100953,Savings,2023-11-24,12471,Active
501098,100954,Current,2023-07-23,9701,Active
501099,100955,Savings,2022-03-24,64846,Active
501100,100956,Savings,2022-03-29,34836,Active
501101,100957,Savings,2022-02-26,25317,Inactive
501102,100958,Current,2024-04-23,47728,Active
501103,100959,Savings,2022-05-03,20138,Active
501104,100960,Savings,2022-04-19,15273,Active
501105,100961,Salary,2023-07-21,40299,Active
501106,100962,Salary,2023-09-22,46844,Active
501107,100962,Current,2023-10-10,15791,Active
501108,100963,Savings,2022-04-09,30343,Active
501109,100964,Savings,2022-09-23,3759,Active
501110,100964,Savings,2022-12-19,29585,Active
501111,100965,Savings,2022-07-29,6663,Active
501112,100965,Savings,2022-04-05,122203,Active
501113,100966,Savings,2022-01-16,14769,Active
501114,100966,Savings,2022-07-10,24024,Active
501115,100967,Current,2022-10-14,19243,Active
501116,100967,Savings,2022-09-27,27251,Active
501117,100968,Salary,2023-11-26,39661,Active
501118,100969,Savings,2023-07-24,5670,Active
501119,100970,Current,2022-11-14,19891,Active
501120,100971,Savings,2022-09-11,11216,Active
501121,100972,Current,2022-05-26,7672,Active
501122,100973,Savings,2022-01-02,17353,Active
501123,100974,Salary,2023-09-11,56573,Active
501124,100974,Savings,2022-08-26,7063,Active
501125,100975,Savings,2023-08-07,81814,Active
501126,100976,Savings,2022-06-20,7523,Active
501127,100976,Savings,2022-01-29,24024,Active
501128,100977,Savings,2024-04-04,34973,Active
501129,100978,Current,2023-07-21,32107,Active
501130,100979,Salary,2023-09-03,24956,Active
501131,100980,Savings,2022-04-19,21825,Inactive
501132,100981,Savings,2023-06-15,21367,Inactive
501133,100982,Salary,2023-09-19,18181,Active
501134,100983,Savings,2022-07-27,36703,Active
501135,100984,Savings,2024-01-04,59988,Active
501136,100985,Current,2023-10-02,34930,Active
501137,100986,Savings,2023-06-03,23792,Active
501138,100987,Savings,2024-01-21,13769,Active
501139,100988,Savings,2022-10-03,21605,Active
501140,100988,Current,2022-10-23,45176,Active
501141,100989,Savings,2024-01-07,27970,Active
501142,100990,Savings,2023-06-01,24606,Active
501143,100991,Current,2023-01-29,11099,Active
501144,100991,Savings,2022-11-21,57853,Active
501145,100992,Current,2024-03-12,4211,Active
501146,100993,Savings,2023-10-12,30934,Active
501147,100993,Savings,2023-07-28,34877,Active
501148,100994,Savings,2022-02-21,56975,Active
501149,100994,Salary,2023-05-08,24638,Active
501150,100995,Current,2022-11-02,15451,Active
501151,100996,Savings,2023-12-31,27307,Active
501152,100996,Savings,2022-08-16,24397,Frozen
501153,100997,Salary,2022-01-07,7743,Active
501154,100998,Salary,2022-03-21,35224,Active
501155,100999,Savings,2022-12-31,30593,Active
501156,101000,Salary,2023-09-21,17793,Active
501157,101001,Savings,2024-03-22,21760,Active
501158,101002,Savings,2023-09-06,39482,Active
501159,101003,Savings,2023-08-27,11454,Active
501160,101004,Savings,2022-10-22,46132,Active
501161,101005,Savings,2022-08-25,139464,Active
501162,101006,Savings,2023-09-27,6447,Active
501163,101007,Salary,2022-07-01,36755,Active
501164,101008,Savings,2022-12-10,65873,Active
501165,101008,Savings,2023-03-24,60181,Active
501166,101009,Current,2023-09-30,14321,Active
501167,101009,Salary,2023-03-25,5301,Active
501168,101010,Savings,2023-07-16,5525,Active
501169,101011,Savings,2022-07-18,3614,Active
501170,101012,Savings,2022-02-24,15353,Active
501171,101012,Salary,2022-01-31,2473,Active
501172,101013,Savings,2023-04-18,22907,Active
501173,101013,Savings,2022-01-14,3605,Active
501174,101014,Savings,2024-04-20,10964,Inactive
501175,101015,Salary,2023-08-28,27282,Active
501176,101016,Savings,2023-05-02,87250,Active
501177,101017,Savings,2023-03-14,18334,Active
501178,101018,Savings,2024-04-04,14379,Active
501179,101019,Savings,2023-09-21,107947,Active
501180,101020,Savings,2023-12-06,110955,Active
501181,101021,Salary,2022-09-27,39701,Active
501182,101022,Savings,2023-05-09,50009,Active
501183,101022,Savings,2022-07-01,178366,Active
501184,101023,Salary,2022-02-05,11095,Active
501185,101024,Savings,2022-09-27,23237,Active
501186,101025,Savings,2023-04-19,8324,Active
501187,101026,Current,2023-04-01,89149,Active
501188,101026,Savings,2024-02-08,44983,Active
501189,101027,Savings,2024-03-09,6277,Active
501190,101028,Savings,2022-08-17,23170,Active
501191,101028,Savings,2022-10-18,33143,Active
501192,101029,Salary,2024-01-21,21005,Inactive
501193,101030,Current,2023-05-20,11418,Frozen
501194,101031,Savings,2024-03-01,19707,Inactive
501195,101032,Savings,2023-06-22,26758,Active
501196,101033,Savings,2022-12-29,18277,Active
501197,101033,Savings,2023-06-09,13216,Active
501198,101034,Savings,2023-02-18,28566,Active
501199,101035,Savings,2024-01-02,82554,Active
501200,101036,Salary,2023-07-19,78700,Active
501201,101037,Current,2024-02-13,20499,Active
501202,101038,Savings,2024-01-27,4515,Active
501203,101038,Savings,2022-05-02,5026,Active
501204,101039,Current,2022-05-20,8228,Inactive
501205,101039,Salary,2023-01-12,18505,Active
501206,101040,Savings,2022-06-24,22508,Active
501207,101041,Savings,2022-08-27,20670,Active
501208,101042,Salary,2023-04-23,5534,Active
501209,101043,Current,2023-06-22,18534,Active
501210,101044,Current,2022-10-22,6805,Active
