ticket_id,customer_id,ticket_date,issue_type,resolution_status,resolution_days
300995,101405,2024-03-22,Refund Delay,Resolved,3
300996,101895,2024-01-18,Failed Transaction,Resolved,1
300997,100592,2024-01-14,Refund Delay,Open,4
300998,101112,2024-03-14,Fraud Concern,Resolved,4
300999,101055,2024-04-03,Failed Transaction,Resolved,4
301000,101391,2024-01-30,App Issue,Resolved,1
301001,101130,2024-04-18,Refund Delay,Resolved,7
301002,101858,2024-04-01,Refund Delay,Resolved,4
301003,100933,2024-02-17,App Issue,Resolved,4
301004,100164,2024-01-11,App Issue,Resolved,5
301005,101002,2024-04-24,Refund Delay,Resolved,4
301006,100604,2024-02-19,Failed Transaction,Resolved,1
301007,101474,2024-03-13,Refund Delay,Resolved,10
301008,100481,2024-02-10,Failed Transaction,Open,15
301009,101244,2024-03-04,Refund Delay,Resolved,3
301010,101647,2024-04-26,App Issue,Resolved,7
301011,100279,2024-01-27,Failed Transaction,Open,7
301012,100605,2024-04-23,App Issue,Resolved,7
301013,101504,2024-04-04,Fraud Concern,Escalated,7
301014,101075,2024-04-26,Fraud Concern,Resolved,4
301015,101328,2024-04-11,App Issue,Resolved,5
301016,100695,2024-03-11,Failed Transaction,Resolved,4
301017,101414,2024-04-26,Failed Transaction,Resolved,7
301018,101207,2024-04-03,Refund Delay,Resolved,4
301019,101451,2024-04-18,Fraud Concern,Resolved,7
301020,100002,2024-01-25,Refund Delay,Resolved,7
301021,100402,2024-04-11,App Issue,Resolved,7
301022,100928,2024-02-26,Refund Delay,Resolved,5
301023,100742,2024-02-24,Fraud Concern,Resolved,15
301024,101863,2024-03-17,Account Service,Escalated,5
301025,101013,2024-01-07,App Issue,Open,1
301026,101818,2024-01-26,App Issue,Resolved,10
301027,100707,2024-01-16,Refund Delay,Escalated,10
301028,101375,2024-04-24,Fraud Concern,Resolved,2
301029,100710,2024-02-04,Failed Transaction,Escalated,5
301030,100108,2024-04-04,Refund Delay,Resolved,1
301031,101238,2024-03-05,Failed Transaction,Resolved,3
301032,100651,2024-02-24,Failed Transaction,Open,1
301033,101377,2024-01-24,Account Service,Escalated,15
301034,100523,2024-02-10,Failed Transaction,Resolved,10
301035,101534,2024-03-16,Refund Delay,Escalated,5
301036,101608,2024-04-21,Failed Transaction,Open,3
301037,100886,2024-01-07,Failed Transaction,Resolved,3
301038,100574,2024-01-05,Fraud Concern,Resolved,5
301039,100165,2024-02-12,App Issue,Resolved,5
301040,101969,2024-03-27,Failed Transaction,Resolved,4
301041,100639,2024-03-04,App Issue,Resolved,10
301042,101419,2024-01-10,App Issue,Resolved,5
301043,101846,2024-02-13,App Issue,Open,1
301044,101917,2024-02-17,Refund Delay,Open,5
301045,100502,2024-03-22,App Issue,Resolved,1
301046,101743,2024-04-27,App Issue,Resolved,1
301047,101743,2024-03-07,Refund Delay,Resolved,3
301048,101865,2024-03-16,App Issue,Resolved,3
301049,101932,2024-05-03,Failed Transaction,Resolved,15
301050,100918,2024-01-21,Refund Delay,Open,5
301051,100635,2024-04-25,Refund Delay,Resolved,3
301052,101849,2024-04-28,Refund Delay,Resolved,15
301053,101859,2024-04-16,Account Service,Resolved,10
301054,100586,2024-03-04,App Issue,Resolved,3
301055,101265,2024-03-20,Failed Transaction,Resolved,3
301056,101636,2024-01-10,Account Service,Resolved,1
301057,101253,2024-01-28,Account Service,Resolved,3
301058,100445,2024-03-11,Refund Delay,Resolved,4
301059,101761,2024-03-23,App Issue,Resolved,5
301060,100667,2024-04-18,Refund Delay,Resolved,15
301061,100996,2024-03-20,App Issue,Resolved,15
301062,101620,2024-02-04,Fraud Concern,Resolved,15
301063,101222,2024-01-30,Failed Transaction,Resolved,3
301064,101648,2024-01-18,Failed Transaction,Resolved,2
301065,101531,2024-03-07,Failed Transaction,Open,2
301066,101349,2024-02-02,Failed Transaction,Resolved,2
301067,100828,2024-01-27,Failed Transaction,Resolved,15
301068,101748,2024-01-11,Account Service,Resolved,1
301069,101916,2024-03-01,Failed Transaction,Resolved,2
301070,100547,2024-02-25,Fraud Concern,Resolved,3
301071,101709,2024-04-26,Fraud Concern,Resolved,1
301072,101778,2024-03-06,App Issue,Resolved,4
301073,100550,2024-02-07,Refund Delay,Resolved,4
301074,101664,2024-01-14,Failed Transaction,Resolved,2
301075,101188,2024-02-01,Account Service,Open,5
301076,100692,2024-04-16,Failed Transaction,Open,10
301077,101027,2024-01-06,App Issue,Resolved,7
301078,100256,2024-02-21,Refund Delay,Resolved,4
301079,100056,2024-02-19,Failed Transaction,Escalated,1
301080,100805,2024-01-09,App Issue,Resolved,10
301081,100627,2024-04-01,App Issue,Resolved,10
301082,101393,2024-04-06,Failed Transaction,Open,3
301083,101512,2024-03-20,App Issue,Resolved,10
301084,101547,2024-03-17,Fraud Concern,Resolved,3
301085,100338,2024-04-08,Refund Delay,Resolved,3
301086,101727,2024-03-23,App Issue,Open,15
301087,101374,2024-02-22,App Issue,Resolved,4
301088,101468,2024-05-01,App Issue,Open,15
301089,100228,2024-02-11,Failed Transaction,Resolved,2
301090,100749,2024-03-20,Fraud Concern,Open,4
301091,101072,2024-04-01,Fraud Concern,Escalated,10
301092,100568,2024-03-06,Refund Delay,Resolved,15
301093,100065,2024-02-08,Refund Delay,Resolved,5
301094,101941,2024-03-03,Refund Delay,Resolved,3
301095,100533,2024-03-03,App Issue,Resolved,4
301096,100201,2024-03-29,App Issue,Open,1
301097,100285,2024-03-18,App Issue,Resolved,5
301098,101919,2024-03-27,Failed Transaction,Resolved,5
301099,101796,2024-01-31,Failed Transaction,Escalated,5
301100,100278,2024-03-06,Failed Transaction,Resolved,7
301101,100928,2024-02-04,App Issue,Resolved,15
301102,101066,2024-03-22,Failed Transaction,Resolved,4
301103,100576,2024-04-15,App Issue,Resolved,1
301104,101222,2024-03-09,Refund Delay,Resolved,7
301105,100977,2024-02-13,Refund Delay,Escalated,5
301106,101824,2024-02-17,App Issue,Resolved,3
301107,100207,2024-01-20,Fraud Concern,Resolved,3
301108,101936,2024-05-01,Failed Transaction,Resolved,1
301109,100220,2024-05-03,Failed Transaction,Resolved,3
301110,100861,2024-02-16,Refund Delay,Resolved,3
301111,100038,2024-03-04,Failed Transaction,Open,1
301112,101539,2024-02-24,App Issue,Resolved,4
301113,100533,2024-04-16,Fraud Concern,Open,1
301114,101459,2024-04-30,Fraud Concern,Resolved,5
301115,100724,2024-04-09,Failed Transaction,Resolved,4
301116,100145,2024-04-19,Fraud Concern,Open,1
301117,100589,2024-03-04,Refund Delay,Escalated,10
301118,100903,2024-03-28,Fraud Concern,Resolved,3
301119,100681,2024-04-26,Failed Transaction,Resolved,7
301120,100971,2024-03-26,App Issue,Open,7
301121,101591,2024-04-05,Refund Delay,Resolved,15
301122,101150,2024-04-06,Fraud Concern,Resolved,5
301123,100241,2024-02-06,Failed Transaction,Resolved,4
301124,101553,2024-04-12,App Issue,Resolved,4
301125,101591,2024-01-08,Failed Transaction,Resolved,1
301126,101955,2024-02-07,App Issue,Escalated,10
301127,100886,2024-01-09,Failed Transaction,Resolved,15
301128,101397,2024-04-01,App Issue,Resolved,5
301129,101246,2024-04-09,App Issue,Open,2
301130,100006,2024-04-10,Failed Transaction,Resolved,1
301131,100800,2024-04-08,App Issue,Resolved,7
301132,100730,2024-04-15,Failed Transaction,Resolved,2
301133,100498,2024-04-09,Failed Transaction,Escalated,15
301134,100198,2024-02-01,Failed Transaction,Resolved,7
301135,100080,2024-04-21,Failed Transaction,Resolved,2
301136,101189,2024-03-02,Failed Transaction,Open,2
301137,100625,2024-01-25,App Issue,Resolved,4
301138,100457,2024-03-02,Fraud Concern,Resolved,10
301139,101486,2024-04-08,Fraud Concern,Resolved,10
301140,100695,2024-01-26,Failed Transaction,Open,3
301141,100199,2024-01-23,Fraud Concern,Resolved,1
301142,101632,2024-03-24,Account Service,Resolved,1
301143,101364,2024-03-12,Failed Transaction,Open,1
301144,100426,2024-03-16,App Issue,Open,2
301145,100002,2024-04-29,Failed Transaction,Resolved,2
301146,100628,2024-02-12,App Issue,Resolved,10
301147,100503,2024-01-25,Failed Transaction,Open,3
301148,100471,2024-03-16,Failed Transaction,Open,2
301149,101651,2024-02-02,Failed Transaction,Resolved,3
301150,100416,2024-02-09,Refund Delay,Resolved,5
301151,100277,2024-03-24,Failed Transaction,Resolved,5
301152,100660,2024-03-28,App Issue,Resolved,7
301153,100734,2024-02-19,Refund Delay,Resolved,7
301154,101340,2024-03-23,Failed Transaction,Resolved,7
301155,100803,2024-02-26,Account Service,Resolved,7
301156,101100,2024-03-21,Failed Transaction,Resolved,4
301157,100485,2024-04-23,Refund Delay,Resolved,4
301158,101666,2024-04-23,App Issue,Open,2
301159,100908,2024-04-29,Refund Delay,Escalated,15
301160,101578,2024-02-23,Failed Transaction,Resolved,4
301161,101257,2024-02-04,App Issue,Resolved,3
301162,101760,2024-02-28,Refund Delay,Resolved,15
301163,101232,2024-03-23,Refund Delay,Resolved,2
301164,100676,2024-01-06,Failed Transaction,Resolved,1
301165,100418,2024-01-17,Account Service,Resolved,3
301166,100949,2024-03-26,Refund Delay,Escalated,4
301167,101316,2024-03-06,Failed Transaction,Resolved,1
301168,101601,2024-03-24,App Issue,Open,15
301169,101228,2024-02-20,Failed Transaction,Resolved,3
301170,101041,2024-04-30,Failed Transaction,Open,10
301171,101896,2024-02-15,Refund Delay,Resolved,2
301172,100666,2024-01-06,Account Service,Resolved,5
301173,100989,2024-02-08,App Issue,Resolved,4
301174,100104,2024-01-07,Failed Transaction,Resolved,1
301175,101615,2024-02-04,App Issue,Resolved,10
301176,100158,2024-04-13,App Issue,Resolved,15
301177,101239,2024-02-16,Failed Transaction,Escalated,1
301178,101935,2024-02-25,App Issue,Resolved,1
301179,100915,2024-03-30,Failed Transaction,Resolved,10
301180,100310,2024-04-21,Failed Transaction,Resolved,2
301181,101910,2024-02-10,Failed Transaction,Resolved,7
301182,101769,2024-02-21,Failed Transaction,Resolved,10
301183,101072,2024-03-21,App Issue,Open,4
301184,100207,2024-04-24,Fraud Concern,Resolved,7
301185,101149,2024-04-10,App Issue,Open,15
301186,101046,2024-03-24,Failed Transaction,Resolved,5
301187,101520,2024-02-07,Failed Transaction,Resolved,7
301188,101957,2024-01-19,App Issue,Resolved,4
301189,101736,2024-01-28,Failed Transaction,Resolved,10
301190,101003,2024-03-18,Failed Transaction,Resolved,4
301191,101764,2024-04-05,Fraud Concern,Open,1
301192,101712,2024-01-06,Refund Delay,Resolved,2
301193,101990,2024-02-29,Failed Transaction,Resolved,7
301194,100110,2024-01-08,Refund Delay,Resolved,2
301195,101760,2024-04-18,Refund Delay,Resolved,5
301196,101097,2024-01-25,Refund Delay,Escalated,1
301197,101845,2024-03-06,Account Service,Resolved,1
301198,101205,2024-03-21,App Issue,Resolved,1
301199,100460,2024-01-20,Account Service,Resolved,15
301200,101449,2024-01-03,Failed Transaction,Resolved,4
301201,100258,2024-02-23,Refund Delay,Open,3
301202,100277,2024-04-02,Failed Transaction,Resolved,15
301203,100468,2024-04-06,Failed Transaction,Resolved,1
301204,101997,2024-03-09,App Issue,Resolved,4
301205,100960,2024-03-12,App Issue,Escalated,2
301206,101498,2024-04-24,Account Service,Resolved,15
301207,100230,2024-01-20,App Issue,Escalated,1
301208,100350,2024-04-25,Failed Transaction,Resolved,15
301209,100850,2024-03-09,Account Service,Resolved,4
301210,100473,2024-04-07,Failed Transaction,Open,2
301211,101421,2024-01-30,Failed Transaction,Resolved,1
301212,100389,2024-02-29,Failed Transaction,Resolved,7
301213,101176,2024-01-16,App Issue,Resolved,3
301214,101140,2024-02-24,Refund Delay,Resolved,15
301215,100767,2024-04-29,Refund Delay,Escalated,2
301216,100980,2024-03-28,Refund Delay,Resolved,3
301217,101620,2024-03-03,App Issue,Resolved,1
301218,101084,2024-04-04,Fraud Concern,Escalated,2
301219,101002,2024-04-29,Account Service,Resolved,3
301220,101051,2024-02-07,App Issue,Resolved,3
301221,101824,2024-01-15,Failed Transaction,Resolved,4
301222,101508,2024-03-12,Refund Delay,Resolved,4
301223,101950,2024-03-30,Fraud Concern,Resolved,2
301224,100006,2024-02-27,Failed Transaction,Resolved,3
301225,101402,2024-04-22,Account Service,Resolved,4
301226,101633,2024-04-08,App Issue,Resolved,15
301227,100912,2024-03-06,App Issue,Resolved,3
301228,101951,2024-03-30,App Issue,Resolved,1
301229,101635,2024-03-17,Failed Transaction,Resolved,3
301230,100187,2024-04-11,Failed Transaction,Resolved,1
301231,101929,2024-02-12,Failed Transaction,Resolved,2
301232,101043,2024-03-03,Failed Transaction,Resolved,3
301233,100091,2024-03-01,App Issue,Resolved,1
301234,101100,2024-03-22,Refund Delay,Resolved,5
301235,101244,2024-01-27,Refund Delay,Escalated,7
301236,101067,2024-01-12,Fraud Concern,Resolved,1
301237,100666,2024-04-21,Failed Transaction,Resolved,7
301238,101491,2024-05-02,Account Service,Open,3
301239,101970,2024-03-17,App Issue,Resolved,3
301240,101770,2024-03-22,Refund Delay,Resolved,3
301241,100577,2024-03-20,Refund Delay,Resolved,2
301242,100112,2024-02-06,Failed Transaction,Open,7
301243,101789,2024-04-18,Account Service,Resolved,15
301244,101758,2024-01-23,Failed Transaction,Resolved,10
301245,100057,2024-01-30,Fraud Concern,Resolved,15
301246,100258,2024-03-11,Refund Delay,Resolved,1
301247,100705,2024-01-27,Failed Transaction,Escalated,10
301248,100597,2024-02-15,Refund Delay,Open,4
301249,100014,2024-02-17,App Issue,Open,1
301250,100086,2024-03-22,Failed Transaction,Resolved,10
301251,100986,2024-04-01,Refund Delay,Resolved,4
301252,101796,2024-04-23,App Issue,Open,3
301253,101789,2024-02-08,App Issue,Resolved,7
301254,101439,2024-03-12,Failed Transaction,Resolved,2
301255,100317,2024-02-04,Refund Delay,Resolved,5
301256,101305,2024-01-13,Fraud Concern,Resolved,2
301257,100569,2024-02-27,App Issue,Open,7
301258,100672,2024-01-06,Failed Transaction,Open,5
301259,100524,2024-03-13,App Issue,Open,5
301260,100263,2024-01-06,Fraud Concern,Resolved,15
301261,101707,2024-03-29,App Issue,Resolved,3
301262,100480,2024-03-12,App Issue,Resolved,10
301263,101612,2024-02-02,Fraud Concern,Resolved,10
301264,101665,2024-01-29,Refund Delay,Resolved,10
301265,101826,2024-04-08,App Issue,Resolved,2
301266,100744,2024-01-10,Failed Transaction,Open,4
301267,100779,2024-04-04,Refund Delay,Resolved,1
301268,100885,2024-01-16,App Issue,Resolved,2
301269,100988,2024-03-07,Refund Delay,Resolved,5
301270,100860,2024-03-03,App Issue,Open,7
301271,100340,2024-04-04,App Issue,Escalated,7
301272,101743,2024-04-06,App Issue,Resolved,4
301273,100589,2024-04-01,Failed Transaction,Resolved,5
301274,100350,2024-03-25,App Issue,Resolved,15
301275,100089,2024-01-21,Fraud Concern,Resolved,5
301276,101161,2024-01-31,Fraud Concern,Open,4
301277,100305,2024-01-05,Failed Transaction,Resolved,10
301278,101274,2024-01-27,Failed Transaction,Resolved,10
301279,100043,2024-03-09,App Issue,Resolved,4
301280,101009,2024-02-06,Failed Transaction,Resolved,15
301281,100913,2024-03-23,Refund Delay,Resolved,10
301282,101581,2024-03-08,App Issue,Escalated,4
301283,100074,2024-03-26,Refund Delay,Escalated,15
301284,101996,2024-01-25,App Issue,Resolved,1
301285,101637,2024-03-11,Fraud Concern,Resolved,7
301286,101188,2024-05-01,Failed Transaction,Resolved,15
301287,100019,2024-02-18,Refund Delay,Resolved,15
301288,101531,2024-03-29,Account Service,Resolved,15
301289,101831,2024-03-03,Failed Transaction,Open,7
301290,101475,2024-04-17,Account Service,Open,10
301291,100964,2024-04-04,Refund Delay,Resolved,2
301292,100575,2024-01-20,App Issue,Open,3
301293,101399,2024-02-28,Account Service,Resolved,3
301294,100142,2024-03-08,Refund Delay,Escalated,1
301295,101067,2024-02-25,Fraud Concern,Open,3
301296,101586,2024-01-18,Refund Delay,Escalated,5
301297,101993,2024-04-21,Fraud Concern,Resolved,4
301298,101249,2024-03-10,Account Service,Resolved,15
301299,101141,2024-04-27,Refund Delay,Resolved,7
301300,100826,2024-03-10,App Issue,Open,10
301301,100310,2024-04-11,App Issue,Resolved,7
301302,100052,2024-04-16,Refund Delay,Escalated,4
301303,100444,2024-03-16,Failed Transaction,Resolved,10
301304,100530,2024-03-19,Failed Transaction,Resolved,15
301305,100097,2024-02-10,Failed Transaction,Open,7
301306,100519,2024-01-12,App Issue,Resolved,5
301307,100843,2024-01-18,Fraud Concern,Escalated,10
301308,101926,2024-04-10,Account Service,Resolved,15
301309,100784,2024-03-03,Refund Delay,Resolved,3
301310,101674,2024-01-12,Failed Transaction,Resolved,3
301311,101892,2024-03-14,Failed Transaction,Resolved,15
301312,101870,2024-04-04,Refund Delay,Resolved,7
301313,100766,2024-04-05,Refund Delay,Resolved,3
301314,100256,2024-04-26,App Issue,Resolved,7
301315,101094,2024-02-25,Fraud Concern,Resolved,15
301316,100777,2024-03-11,App Issue,Escalated,10
301317,101736,2024-03-20,App Issue,Resolved,2
301318,101413,2024-04-18,App Issue,Resolved,10
301319,101608,2024-04-01,Failed Transaction,Resolved,4
301320,101313,2024-04-03,Fraud Concern,Resolved,10
301321,101881,2024-04-12,Failed Transaction,Resolved,4
301322,100499,2024-03-26,Failed Transaction,Resolved,7
301323,100065,2024-04-30,Fraud Concern,Escalated,10
301324,100011,2024-02-29,Refund Delay,Open,2
301325,100455,2024-02-25,Refund Delay,Resolved,4
301326,100824,2024-03-27,Fraud Concern,Resolved,3
301327,100593,2024-04-20,Fraud Concern,Resolved,15
301328,101859,2024-04-30,Account Service,Open,2
301329,101489,2024-04-28,Failed Transaction,Resolved,1
301330,100488,2024-03-26,Refund Delay,Resolved,3
301331,101410,2024-01-04,Fraud Concern,Escalated,1
301332,100772,2024-01-20,Failed Transaction,Escalated,4
301333,100174,2024-02-08,Failed Transaction,Resolved,15
301334,101290,2024-04-06,Failed Transaction,Escalated,10
301335,101464,2024-04-25,Refund Delay,Resolved,10
301336,101755,2024-02-11,Failed Transaction,Open,7
301337,100461,2024-04-15,App Issue,Resolved,2
301338,101751,2024-03-14,App Issue,Resolved,3
301339,101038,2024-02-09,Account Service,Resolved,5
301340,101497,2024-03-21,Failed Transaction,Resolved,1
301341,100503,2024-02-10,Failed Transaction,Resolved,5
301342,100279,2024-02-22,Account Service,Resolved,10
301343,100039,2024-02-11,Failed Transaction,Open,4
301344,100409,2024-03-17,App Issue,Resolved,15
301345,100128,2024-05-01,Account Service,Resolved,2
301346,101612,2024-03-23,App Issue,Resolved,15
301347,100223,2024-02-23,Account Service,Resolved,5
301348,101428,2024-02-14,App Issue,Resolved,2
301349,101642,2024-02-16,Fraud Concern,Resolved,10
301350,100323,2024-05-03,App Issue,Open,10
301351,101855,2024-01-06,Refund Delay,Escalated,7
301352,100136,2024-04-16,Refund Delay,Resolved,15
301353,100487,2024-04-22,Account Service,Resolved,5
301354,100258,2024-02-20,Account Service,Resolved,4
301355,101341,2024-03-23,App Issue,Resolved,2
301356,100407,2024-02-13,Failed Transaction,Resolved,1
301357,101139,2024-02-03,Refund Delay,Escalated,1
301358,101614,2024-04-25,App Issue,Resolved,2
301359,101026,2024-03-12,Refund Delay,Open,1
301360,100231,2024-01-19,Failed Transaction,Escalated,15
301361,100976,2024-03-02,Failed Transaction,Resolved,5
301362,100933,2024-01-28,Refund Delay,Open,7
301363,100545,2024-04-03,App Issue,Resolved,15
301364,100727,2024-04-24,Fraud Concern,Resolved,7
301365,101189,2024-04-27,Failed Transaction,Resolved,7
301366,101130,2024-04-05,Fraud Concern,Resolved,5
301367,100104,2024-02-01,Failed Transaction,Resolved,4
301368,100790,2024-03-12,Fraud Concern,Resolved,15
301369,100189,2024-03-13,Failed Transaction,Resolved,10
301370,100804,2024-04-29,Refund Delay,Resolved,10
301371,101318,2024-03-12,Fraud Concern,Resolved,10
301372,100815,2024-01-18,Refund Delay,Escalated,10
301373,101973,2024-01-22,App Issue,Open,10
301374,100264,2024-03-26,Failed Transaction,Resolved,2
301375,100581,2024-04-18,App Issue,Resolved,2
301376,101830,2024-03-21,App Issue,Resolved,2
301377,101654,2024-03-21,App Issue,Resolved,7
301378,100310,2024-02-26,Refund Delay,Resolved,10
301379,100859,2024-04-20,Failed Transaction,Open,3
301380,101490,2024-02-20,App Issue,Resolved,1
301381,100942,2024-05-03,App Issue,Resolved,5
301382,101331,2024-04-17,Failed Transaction,Open,3
301383,100120,2024-03-13,Account Service,Resolved,3
301384,100749,2024-02-29,Fraud Concern,Resolved,7
301385,100725,2024-01-29,Failed Transaction,Resolved,4
301386,100798,2024-02-02,App Issue,Resolved,4
301387,101131,2024-01-28,App Issue,Resolved,5
301388,101838,2024-01-15,Failed Transaction,Resolved,15
301389,101489,2024-04-13,App Issue,Resolved,4
301390,101717,2024-01-21,Account Service,Resolved,15
301391,100756,2024-02-13,Account Service,Resolved,7
301392,100594,2024-01-14,Failed Transaction,Resolved,2
301393,101355,2024-03-17,Fraud Concern,Resolved,10
301394,100870,2024-02-23,App Issue,Escalated,5
301395,100266,2024-03-28,Account Service,Open,2
301396,101190,2024-03-19,App Issue,Resolved,4
301397,100817,2024-01-12,App Issue,Resolved,2
301398,101994,2024-04-07,App Issue,Resolved,3
301399,101819,2024-01-30,Failed Transaction,Resolved,15
301400,100309,2024-04-15,Failed Transaction,Resolved,3
301401,100208,2024-03-09,Failed Transaction,Resolved,15
301402,101839,2024-03-31,App Issue,Resolved,2
301403,100961,2024-03-08,Account Service,Resolved,15
301404,101585,2024-01-13,App Issue,Resolved,10
301405,100669,2024-01-18,Account Service,Resolved,5
301406,101175,2024-02-21,App Issue,Escalated,3
301407,101181,2024-01-15,Fraud Concern,Resolved,15
301408,100069,2024-02-23,Failed Transaction,Resolved,1
301409,100699,2024-02-17,Refund Delay,Resolved,10
301410,101184,2024-01-01,Account Service,Resolved,5
301411,100178,2024-02-13,Account Service,Resolved,7
301412,100061,2024-04-19,Failed Transaction,Resolved,7
301413,100597,2024-01-29,Refund Delay,Open,5
301414,101100,2024-02-04,Fraud Concern,Resolved,3
301415,100013,2024-04-16,Fraud Concern,Open,7
301416,100153,2024-04-07,Refund Delay,Open,15
301417,101119,2024-02-08,Account Service,Resolved,4
301418,100403,2024-04-14,Refund Delay,Resolved,1
301419,101371,2024-01-08,App Issue,Open,7
301420,100664,2024-02-07,Refund Delay,Resolved,10
301421,101774,2024-01-05,App Issue,Open,15
301422,100082,2024-04-23,Failed Transaction,Resolved,15
301423,100857,2024-03-25,Failed Transaction,Resolved,4
301424,101830,2024-02-08,Refund Delay,Resolved,4
301425,101734,2024-02-01,Account Service,Resolved,2
301426,100980,2024-01-14,Refund Delay,Resolved,2
301427,100715,2024-04-22,Failed Transaction,Escalated,4
301428,101188,2024-01-17,Refund Delay,Resolved,2
301429,100924,2024-02-01,App Issue,Resolved,7
301430,100425,2024-04-26,App Issue,Escalated,2
301431,100116,2024-01-27,Failed Transaction,Resolved,10
301432,100585,2024-02-02,App Issue,Resolved,15
301433,100200,2024-01-25,Refund Delay,Resolved,4
301434,100237,2024-04-07,Refund Delay,Open,1
301435,101789,2024-03-24,Failed Transaction,Resolved,15
301436,101414,2024-03-06,Refund Delay,Open,2
301437,100753,2024-01-11,Fraud Concern,Escalated,7
301438,101599,2024-01-16,App Issue,Resolved,10
301439,100521,2024-01-23,Failed Transaction,Resolved,15
301440,101534,2024-02-17,App Issue,Resolved,7
301441,101168,2024-04-14,Fraud Concern,Open,4
301442,101923,2024-02-13,Failed Transaction,Open,3
301443,101256,2024-04-23,App Issue,Resolved,2
301444,101265,2024-01-03,App Issue,Resolved,2
301445,101472,2024-03-29,Fraud Concern,Resolved,5
301446,101670,2024-02-01,Refund Delay,Open,2
301447,100031,2024-03-12,Refund Delay,Escalated,3
301448,101413,2024-01-08,App Issue,Resolved,3
301449,100591,2024-02-08,App Issue,Open,10
301450,101942,2024-03-26,App Issue,Resolved,2
301451,100466,2024-03-06,Failed Transaction,Resolved,5
301452,101689,2024-02-02,Fraud Concern,Escalated,10
301453,101267,2024-03-29,Failed Transaction,Open,2
301454,100930,2024-03-29,Failed Transaction,Resolved,15
301455,100804,2024-02-14,App Issue,Resolved,10
301456,100956,2024-03-27,Failed Transaction,Resolved,3
301457,101973,2024-04-10,App Issue,Resolved,1
301458,101588,2024-03-04,Account Service,Escalated,1
301459,100460,2024-03-04,App Issue,Resolved,15
301460,101333,2024-02-19,Failed Transaction,Resolved,1
301461,101183,2024-02-04,Failed Transaction,Open,10
301462,101578,2024-04-27,Failed Transaction,Resolved,7
301463,101854,2024-02-13,Refund Delay,Open,7
301464,101959,2024-02-11,Refund Delay,Resolved,3
301465,101797,2024-04-07,Failed Transaction,Resolved,2
301466,100780,2024-02-13,Account Service,Open,2
301467,100079,2024-02-25,Fraud Concern,Resolved,5
301468,101321,2024-03-04,Failed Transaction,Resolved,7
301469,101516,2024-01-24,Refund Delay,Escalated,7
301470,101033,2024-03-10,Refund Delay,Resolved,10
301471,101784,2024-03-20,Refund Delay,Open,7
301472,101444,2024-03-27,Refund Delay,Resolved,10
301473,101274,2024-04-27,Refund Delay,Resolved,3
301474,100092,2024-04-06,Refund Delay,Resolved,4
301475,100678,2024-02-28,Fraud Concern,Escalated,3
301476,100679,2024-01-03,Failed Transaction,Resolved,3
301477,100873,2024-01-21,App Issue,Open,3
301478,100797,2024-01-04,Refund Delay,Open,7
301479,100272,2024-04-26,Fraud Concern,Resolved,2
301480,100286,2024-04-15,App Issue,Resolved,1
301481,101990,2024-02-11,Failed Transaction,Resolved,7
301482,100606,2024-01-09,App Issue,Resolved,5
301483,101180,2024-04-26,Failed Transaction,Resolved,4
301484,101138,2024-02-01,Refund Delay,Resolved,10
301485,101298,2024-03-03,Account Service,Open,15
301486,100625,2024-03-11,App Issue,Resolved,1
301487,101018,2024-01-17,Failed Transaction,Resolved,4
301488,101467,2024-01-09,App Issue,Resolved,3
301489,101345,2024-03-31,Failed Transaction,Resolved,10
301490,100298,2024-01-01,Refund Delay,Resolved,7
301491,101046,2024-03-25,Refund Delay,Resolved,4
301492,101917,2024-01-16,Fraud Concern,Escalated,15
301493,101273,2024-03-18,Failed Transaction,Escalated,4
301494,101190,2024-03-12,Failed Transaction,Resolved,15
301495,100514,2024-01-12,Account Service,Open,3
301496,101239,2024-02-18,Failed Transaction,Resolved,7
301497,100152,2024-02-22,Refund Delay,Open,3
301498,100431,2024-03-28,Account Service,Open,4
301499,101514,2024-04-14,App Issue,Resolved,15
301500,101995,2024-01-27,Fraud Concern,Resolved,10
301501,101201,2024-01-19,Failed Transaction,Resolved,15
301502,101136,2024-01-07,Refund Delay,Resolved,7
301503,101186,2024-03-22,Account Service,Resolved,10
301504,100274,2024-02-01,Account Service,Resolved,4
301505,101125,2024-03-01,App Issue,Resolved,4
301506,101992,2024-02-08,Failed Transaction,Resolved,7
301507,101730,2024-02-17,Failed Transaction,Resolved,5
301508,100892,2024-04-09,Fraud Concern,Resolved,4
301509,101586,2024-01-11,Failed Transaction,Resolved,7
301510,101391,2024-03-23,Failed Transaction,Resolved,7
301511,100047,2024-04-12,Account Service,Escalated,10
301512,101181,2024-02-08,Refund Delay,Resolved,15
301513,101640,2024-01-24,Refund Delay,Resolved,3
301514,101517,2024-02-19,Failed Transaction,Open,7
301515,100552,2024-02-22,Refund Delay,Open,7
301516,101834,2024-04-21,Failed Transaction,Resolved,7
301517,101989,2024-04-04,Refund Delay,Resolved,4
301518,101697,2024-04-12,Refund Delay,Resolved,10
301519,101483,2024-03-28,Failed Transaction,Open,15
301520,100604,2024-03-06,Refund Delay,Resolved,2
301521,100793,2024-02-20,Failed Transaction,Resolved,5
301522,101199,2024-04-20,Failed Transaction,Escalated,15
301523,101103,2024-01-29,Failed Transaction,Open,2
