transaction_id,account_id,transaction_date,transaction_type,channel,amount,transaction_status,merchant_category,fraud_flag
909460,500568,2024-02-17,Card,Internet Banking,770.34,Success,Electronics,0
909461,500310,2024-03-27,NEFT,Mobile App,13153.99,Success,Electronics,0
909462,501239,2024-02-25,NEFT,Mobile App,12303.25,Success,Healthcare,0
909463,501622,2024-04-15,ATM,Mobile App,2356.84,Success,Restaurants,0
909464,500642,2024-01-02,Card,UPI Partner,1291.98,Success,Healthcare,0
909465,501190,2024-04-19,Card,Mobile App,3698.91,Success,Education,0
909466,500370,2024-03-20,UPI,UPI Partner,396.01,Success,Restaurants,0
909467,500471,2024-01-16,UPI,Mobile App,86.25,Success,Healthcare,0
909468,500140,2024-04-27,UPI,Mobile App,824.35,Success,Fuel,0
909469,500193,2024-04-23,ATM,ATM,6505.25,Failed,Groceries,0
909470,500399,2024-03-16,Bill Payment,UPI Partner,2352.89,Success,Groceries,0
909471,500830,2024-03-02,UPI,ATM,323.58,Success,Travel,0
909472,500926,2024-02-24,Card,UPI Partner,4363.09,Success,Travel,0
909473,501151,2024-03-16,Bill Payment,UPI Partner,1671.17,Success,Restaurants,0
909474,501782,2024-01-22,Card,UPI Partner,1670.37,Success,Healthcare,0
909475,501810,2024-04-12,UPI,Mobile App,921.52,Success,Education,0
909476,500689,2024-04-04,UPI,Mobile App,894.15,Success,Groceries,0
909477,501949,2024-03-10,UPI,Mobile App,1298.97,Success,Groceries,0
909478,500605,2024-03-25,UPI,ATM,2134.66,Success,Travel,0
909479,500363,2024-04-28,UPI,Internet Banking,691.76,Success,Healthcare,0
909480,502091,2024-04-12,UPI,Mobile App,1029.37,Success,Restaurants,0
909481,502319,2024-01-24,UPI,Branch,675.83,Success,Utilities,0
909482,500391,2024-01-13,UPI,UPI Partner,1094.05,Success,Education,0
909483,502080,2024-01-24,UPI,Mobile App,316.4,Success,Travel,0
909484,502150,2024-02-14,Card,Mobile App,2775.61,Success,Electronics,0
909485,500925,2024-01-02,UPI,Internet Banking,855.52,Success,Groceries,0
909486,501041,2024-01-22,Bill Payment,Internet Banking,6853.14,Failed,Electronics,0
909487,502168,2024-02-01,Card,Mobile App,4626.88,Success,Healthcare,0
909488,501853,2024-03-28,Card,Mobile App,1581.33,Success,Groceries,0
909489,501877,2024-03-23,Card,UPI Partner,2272.23,Success,Fuel,0
909490,500363,2024-03-25,UPI,Mobile App,1269.71,Success,Fuel,0
909491,500162,2024-03-25,UPI,Mobile App,2649.66,Failed,Healthcare,0
909492,502096,2024-03-14,UPI,Mobile App,349.07,Success,Electronics,0
909493,502078,2024-01-25,Card,Mobile App,13093.32,Success,Utilities,0
909494,501128,2024-01-26,ATM,Internet Banking,23508.89,Success,Restaurants,0
909495,501438,2024-04-20,Bill Payment,Branch,2711.59,Success,Restaurants,0
909496,500503,2024-03-19,NEFT,UPI Partner,9344.18,Success,Electronics,0
909497,500002,2024-02-26,Card,Internet Banking,2028.79,Success,Utilities,0
909498,501379,2024-03-14,Card,UPI Partner,2080.22,Failed,Education,0
909499,500348,2024-02-21,IMPS,Internet Banking,19655.01,Success,Utilities,0
909500,501265,2024-04-12,NEFT,UPI Partner,23433.03,Success,Restaurants,0
909501,501529,2024-02-11,NEFT,Mobile App,9557.14,Success,Fuel,0
909502,501963,2024-02-22,IMPS,Mobile App,7155.6,Success,Education,0
909503,500244,2024-03-03,IMPS,Mobile App,789.94,Success,Fuel,0
909504,500558,2024-03-10,ATM,Internet Banking,2882.33,Success,Fuel,0
909505,500294,2024-03-12,UPI,Internet Banking,1192.24,Success,Restaurants,0
909506,500129,2024-02-13,UPI,Branch,1103.82,Success,Restaurants,0
909507,501259,2024-01-15,UPI,Branch,672.79,Success,Electronics,0
909508,501552,2024-03-28,UPI,UPI Partner,679.53,Success,Fuel,0
909509,501848,2024-04-26,ATM,Mobile App,18642.98,Success,Education,0
909510,501921,2024-03-06,ATM,Branch,7500.3,Success,Travel,0
909511,501458,2024-03-05,UPI,Branch,921.5,Success,Healthcare,0
909512,500288,2024-01-14,Card,Mobile App,1367.98,Success,Education,0
909513,500421,2024-01-18,UPI,Branch,2051.78,Success,Electronics,0
909514,500613,2024-01-15,UPI,UPI Partner,1799.72,Success,Healthcare,0
909515,501203,2024-03-20,ATM,ATM,12059.41,Success,Utilities,0
909516,500218,2024-02-07,NEFT,Mobile App,3730.61,Success,Travel,0
909517,500728,2024-03-15,Card,UPI Partner,263.16,Success,Electronics,0
909518,500416,2024-01-25,UPI,Mobile App,1534.54,Reversed,Healthcare,0
909519,501333,2024-03-17,Bill Payment,ATM,2763.02,Success,Restaurants,0
909520,500291,2024-02-04,UPI,Mobile App,1292.21,Success,Utilities,0
909521,502005,2024-02-13,IMPS,Mobile App,8897.62,Success,Groceries,0
909522,502215,2024-03-24,Card,ATM,1192.54,Success,Education,0
909523,500632,2024-02-27,Card,ATM,429.23,Success,Travel,0
909524,501940,2024-01-09,UPI,Internet Banking,1308.34,Reversed,Utilities,0
909525,501946,2024-02-24,UPI,Mobile App,663.33,Success,Healthcare,0
909526,500773,2024-04-12,UPI,Internet Banking,228.08,Success,Fuel,0
909527,501772,2024-01-27,UPI,Mobile App,933.85,Success,Utilities,0
909528,502173,2024-04-11,UPI,ATM,2002.42,Success,Restaurants,0
909529,501573,2024-03-23,IMPS,Mobile App,9908.44,Success,Groceries,0
909530,501527,2024-03-22,Card,Mobile App,3781.71,Success,Education,0
909531,501015,2024-04-23,Card,Mobile App,1626.15,Success,Electronics,0
909532,501485,2024-01-06,ATM,UPI Partner,10431.45,Success,Travel,0
909533,501132,2024-04-11,Card,ATM,1614.67,Failed,Electronics,0
909534,501306,2024-03-28,Card,UPI Partner,840.39,Success,Utilities,0
909535,500440,2024-04-15,UPI,Mobile App,2485.73,Success,Restaurants,0
909536,502142,2024-01-18,UPI,Internet Banking,3112.19,Success,Electronics,0
909537,501482,2024-02-06,IMPS,Mobile App,29940.5,Success,Travel,0
909538,502073,2024-02-29,NEFT,UPI Partner,25976.62,Success,Healthcare,0
909539,501125,2024-02-24,NEFT,Mobile App,15593.79,Success,Utilities,0
909540,500801,2024-04-09,IMPS,Mobile App,11223.4,Success,Restaurants,0
909541,500644,2024-04-12,Card,ATM,794.06,Success,Healthcare,0
909542,501039,2024-01-15,UPI,UPI Partner,1496.33,Success,Groceries,0
909543,501705,2024-03-19,IMPS,ATM,8445.27,Success,Groceries,0
909544,500453,2024-01-20,UPI,Mobile App,2599.23,Failed,Education,0
909545,501156,2024-03-20,Bill Payment,Branch,3254.95,Success,Fuel,0
909546,501248,2024-03-31,Bill Payment,Internet Banking,2364.25,Success,Utilities,0
909547,500065,2024-01-07,UPI,Internet Banking,688.83,Success,Utilities,0
909548,501900,2024-02-12,Bill Payment,Internet Banking,5887.73,Success,Electronics,0
909549,500428,2024-02-01,IMPS,Mobile App,4315.04,Success,Travel,0
909550,502175,2024-04-21,UPI,Internet Banking,588.41,Success,Education,0
909551,500006,2024-04-18,UPI,Mobile App,1241.44,Success,Education,0
909552,500967,2024-04-06,ATM,Internet Banking,6462.06,Success,Restaurants,0
909553,500986,2024-04-16,ATM,Internet Banking,15119.21,Success,Restaurants,0
909554,500410,2024-01-21,UPI,Internet Banking,1867.32,Success,Healthcare,0
909555,502134,2024-03-30,UPI,Branch,209.95,Success,Fuel,0
909556,501134,2024-04-12,UPI,Internet Banking,833.62,Success,Electronics,0
909557,501610,2024-03-19,Card,Mobile App,1303.5,Success,Groceries,0
909558,501723,2024-04-03,ATM,UPI Partner,1562.09,Success,Groceries,0
909559,501919,2024-04-12,Card,ATM,369.62,Success,Groceries,0
909560,501293,2024-02-17,IMPS,Internet Banking,5262.37,Success,Electronics,0
909561,501332,2024-03-29,UPI,Internet Banking,257.88,Success,Fuel,0
909562,500319,2024-01-17,IMPS,Mobile App,9888.67,Success,Fuel,0
909563,500126,2024-01-16,ATM,Mobile App,2581.93,Success,Electronics,0
909564,500447,2024-04-12,UPI,Mobile App,535.8,Success,Fuel,0
909565,501127,2024-01-18,Card,Mobile App,7043.34,Success,Healthcare,0
909566,501960,2024-04-14,Card,Internet Banking,3448.87,Success,Electronics,0
909567,501595,2024-02-21,UPI,Mobile App,979.64,Success,Travel,0
909568,500554,2024-03-19,NEFT,ATM,7710.01,Success,Utilities,0
909569,501353,2024-02-29,Card,ATM,1696.66,Success,Groceries,0
909570,500008,2024-03-04,IMPS,Internet Banking,8798.98,Success,Restaurants,0
909571,500425,2024-01-30,Card,Mobile App,4898.5,Reversed,Electronics,0
909572,501528,2024-04-10,Card,Mobile App,4070.35,Success,Restaurants,0
909573,500351,2024-02-06,UPI,Branch,308.59,Success,Electronics,0
909574,501465,2024-04-21,Card,Mobile App,4586.87,Success,Utilities,0
909575,501784,2024-02-11,Card,UPI Partner,391.74,Success,Restaurants,0
909576,500173,2024-03-02,Card,Internet Banking,194.0,Success,Utilities,0
909577,501078,2024-04-04,UPI,ATM,167.26,Success,Education,0
909578,500472,2024-01-22,Card,Mobile App,19308.58,Success,Electronics,0
909579,500182,2024-02-24,Card,Mobile App,648.92,Success,Groceries,0
909580,500209,2024-01-07,Card,ATM,2077.25,Failed,Travel,0
909581,500720,2024-03-03,UPI,Internet Banking,137.95,Success,Travel,0
909582,502203,2024-02-04,Bill Payment,Mobile App,1257.35,Success,Education,0
909583,501458,2024-02-28,UPI,Mobile App,336.06,Success,Electronics,0
909584,501424,2024-01-27,UPI,Mobile App,661.25,Success,Electronics,0
909585,501538,2024-02-17,UPI,Internet Banking,2588.44,Success,Restaurants,0
909586,501696,2024-04-07,Card,Mobile App,2600.56,Success,Groceries,0
909587,502203,2024-01-19,UPI,Mobile App,714.33,Success,Electronics,0
909588,501657,2024-03-12,ATM,UPI Partner,9137.9,Success,Healthcare,0
909589,501881,2024-04-26,UPI,Mobile App,213.6,Success,Restaurants,0
909590,501704,2024-02-19,IMPS,Internet Banking,21576.59,Success,Groceries,0
909591,501210,2024-02-29,UPI,Mobile App,2720.87,Success,Utilities,0
909592,500703,2024-04-01,UPI,UPI Partner,1292.57,Success,Electronics,0
909593,501191,2024-03-22,NEFT,Internet Banking,12113.15,Success,Electronics,0
909594,501013,2024-04-27,Bill Payment,ATM,2691.06,Failed,Fuel,0
909595,502113,2024-01-06,UPI,Mobile App,1157.4,Success,Utilities,0
909596,501023,2024-03-05,IMPS,Mobile App,664.05,Success,Electronics,0
909597,501017,2024-02-09,UPI,UPI Partner,2650.48,Success,Education,0
909598,501749,2024-01-10,UPI,Mobile App,496.92,Success,Restaurants,0
909599,501333,2024-01-21,IMPS,Internet Banking,15436.02,Success,Fuel,0
909600,501147,2024-03-31,UPI,ATM,873.83,Success,Electronics,0
909601,500113,2024-01-24,IMPS,Mobile App,9616.62,Success,Healthcare,0
909602,501994,2024-04-02,NEFT,Mobile App,2476.81,Success,Education,0
909603,500134,2024-01-25,ATM,Internet Banking,14062.21,Success,Healthcare,0
909604,500768,2024-03-30,NEFT,Mobile App,15086.44,Success,Restaurants,0
909605,501080,2024-01-10,Bill Payment,Mobile App,1652.2,Success,Utilities,0
909606,500886,2024-01-28,UPI,UPI Partner,751.63,Success,Electronics,0
909607,500039,2024-04-15,ATM,Mobile App,2381.98,Success,Groceries,0
909608,502065,2024-02-11,UPI,Mobile App,466.83,Success,Electronics,0
909609,502125,2024-03-02,UPI,Internet Banking,156.73,Success,Healthcare,0
909610,500759,2024-02-16,Card,Mobile App,2591.18,Success,Fuel,0
909611,501562,2024-01-16,UPI,Internet Banking,98.83,Success,Education,0
909612,500263,2024-01-28,Card,Mobile App,3078.63,Success,Healthcare,0
909613,500523,2024-01-22,Card,Mobile App,3413.95,Success,Electronics,0
909614,500002,2024-02-18,UPI,UPI Partner,728.74,Success,Fuel,0
909615,501294,2024-01-27,IMPS,Internet Banking,6529.37,Success,Travel,0
909616,500748,2024-02-04,Bill Payment,Mobile App,4790.91,Success,Restaurants,0
909617,500092,2024-04-19,UPI,UPI Partner,539.78,Success,Electronics,0
909618,501994,2024-03-05,IMPS,UPI Partner,20702.42,Success,Restaurants,0
909619,502295,2024-01-09,UPI,Internet Banking,1947.69,Success,Healthcare,0
909620,501843,2024-03-12,UPI,UPI Partner,1485.19,Success,Travel,0
909621,501208,2024-02-21,UPI,ATM,969.16,Success,Utilities,0
909622,501191,2024-04-04,UPI,Mobile App,2703.76,Success,Travel,0
909623,500422,2024-04-26,IMPS,Mobile App,6807.54,Success,Electronics,0
909624,501731,2024-04-22,Card,Mobile App,2254.71,Success,Restaurants,0
909625,501789,2024-03-07,Card,Mobile App,1100.68,Success,Travel,0
909626,500990,2024-02-23,UPI,Mobile App,1665.3,Success,Groceries,0
909627,501231,2024-01-13,UPI,Mobile App,1931.83,Success,Education,0
909628,502242,2024-03-31,ATM,Mobile App,3242.48,Success,Education,0
909629,501812,2024-02-07,Bill Payment,Branch,2350.4,Success,Electronics,0
909630,501822,2024-01-20,Card,UPI Partner,599.82,Success,Utilities,0
909631,502340,2024-04-03,UPI,Branch,208.34,Success,Restaurants,0
909632,500971,2024-03-28,NEFT,Mobile App,9100.91,Success,Travel,0
909633,500675,2024-01-06,Card,Mobile App,2379.89,Success,Education,0
909634,500711,2024-02-02,UPI,Branch,2980.97,Success,Utilities,0
909635,501640,2024-01-05,UPI,ATM,1196.53,Success,Fuel,0
909636,500666,2024-04-12,UPI,Mobile App,1128.01,Success,Groceries,0
909637,502318,2024-02-08,UPI,Internet Banking,785.02,Success,Healthcare,0
909638,500357,2024-02-04,ATM,Branch,7034.57,Success,Restaurants,0
909639,502116,2024-01-07,ATM,Mobile App,3571.5,Success,Travel,0
909640,500123,2024-02-14,Bill Payment,Mobile App,596.8,Success,Travel,0
909641,500479,2024-03-19,UPI,Mobile App,220.62,Success,Electronics,0
909642,500277,2024-02-21,IMPS,Mobile App,13628.0,Success,Electronics,0
909643,500843,2024-04-28,Bill Payment,Internet Banking,2356.95,Success,Fuel,0
909644,500990,2024-01-11,UPI,Mobile App,673.99,Success,Groceries,0
909645,502066,2024-01-18,ATM,Mobile App,14474.69,Success,Healthcare,0
909646,501680,2024-01-12,UPI,Mobile App,1163.71,Failed,Healthcare,0
909647,501353,2024-03-28,Card,Mobile App,2200.76,Success,Travel,0
909648,500784,2024-02-26,ATM,ATM,1036.42,Success,Fuel,0
909649,500793,2024-04-07,ATM,Internet Banking,6750.42,Success,Education,0
909650,501890,2024-04-20,Card,Mobile App,962.91,Success,Utilities,0
909651,500488,2024-03-11,NEFT,UPI Partner,19102.31,Success,Utilities,0
909652,501604,2024-01-01,UPI,Mobile App,444.0,Failed,Groceries,0
909653,500900,2024-02-07,NEFT,Mobile App,45566.19,Success,Groceries,0
909654,501670,2024-02-11,UPI,Mobile App,585.37,Success,Healthcare,0
909655,501671,2024-02-29,Bill Payment,Branch,222.73,Success,Healthcare,0
909656,500734,2024-01-27,NEFT,Mobile App,13857.11,Success,Utilities,0
909657,500699,2024-03-04,UPI,ATM,1388.39,Reversed,Healthcare,0
909658,501746,2024-03-19,NEFT,Internet Banking,58829.22,Success,Groceries,0
909659,500879,2024-04-03,Bill Payment,Branch,761.29,Success,Utilities,0
909660,502024,2024-01-10,IMPS,Mobile App,27958.93,Success,Travel,0
909661,500729,2024-01-12,NEFT,Mobile App,8853.86,Failed,Groceries,0
909662,500950,2024-04-23,UPI,Mobile App,1174.83,Success,Electronics,0
909663,501784,2024-03-22,ATM,Internet Banking,6398.89,Success,Healthcare,0
909664,501591,2024-04-22,UPI,UPI Partner,679.85,Success,Restaurants,0
909665,500849,2024-01-31,UPI,Mobile App,1507.62,Success,Restaurants,0
909666,502299,2024-03-07,IMPS,UPI Partner,2993.9,Success,Travel,0
909667,500662,2024-02-13,UPI,Mobile App,2610.74,Success,Groceries,0
909668,501127,2024-03-17,UPI,Internet Banking,2790.54,Success,Utilities,0
909669,502135,2024-04-04,UPI,Internet Banking,928.96,Success,Utilities,0
909670,502239,2024-02-12,NEFT,UPI Partner,12563.29,Success,Electronics,0
909671,501733,2024-04-06,UPI,UPI Partner,783.99,Success,Education,0
909672,501498,2024-02-23,Card,Mobile App,1013.79,Failed,Healthcare,0
909673,500714,2024-03-13,Card,Mobile App,7862.83,Success,Education,0
909674,502329,2024-04-10,UPI,ATM,702.73,Success,Electronics,0
909675,500231,2024-02-15,UPI,Mobile App,382.27,Success,Electronics,0
909676,501018,2024-04-09,UPI,Internet Banking,498.56,Success,Education,0
909677,501845,2024-01-21,IMPS,Mobile App,4781.06,Success,Utilities,0
909678,501720,2024-03-02,IMPS,Internet Banking,19318.4,Success,Electronics,0
909679,502284,2024-03-26,IMPS,ATM,26263.19,Success,Electronics,0
909680,500288,2024-01-04,Bill Payment,Mobile App,3789.79,Failed,Utilities,0
909681,501168,2024-04-18,UPI,UPI Partner,5874.66,Success,Electronics,0
909682,500189,2024-03-02,UPI,Mobile App,193.26,Success,Utilities,0
909683,501154,2024-04-13,ATM,Mobile App,1131.75,Success,Education,0
909684,501810,2024-04-05,NEFT,UPI Partner,15337.92,Success,Groceries,0
909685,502002,2024-03-27,UPI,Mobile App,1757.9,Success,Electronics,0
909686,500381,2024-01-29,ATM,Mobile App,6993.71,Success,Restaurants,0
909687,500988,2024-04-18,UPI,Branch,892.55,Success,Groceries,0
909688,501250,2024-02-17,UPI,Mobile App,866.05,Success,Electronics,0
909689,501408,2024-03-22,UPI,Mobile App,2042.71,Success,Fuel,0
909690,500665,2024-03-24,Bill Payment,Mobile App,1402.88,Failed,Education,0
909691,502189,2024-03-18,UPI,UPI Partner,773.55,Success,Healthcare,0
909692,501405,2024-02-28,IMPS,Internet Banking,2191.02,Success,Education,0
909693,500587,2024-01-17,ATM,Mobile App,1339.53,Success,Travel,0
909694,502152,2024-04-20,UPI,Mobile App,289.97,Success,Utilities,0
909695,501367,2024-03-13,Card,UPI Partner,5459.66,Failed,Fuel,0
909696,501231,2024-02-06,Bill Payment,Mobile App,2402.97,Success,Healthcare,0
909697,501650,2024-04-26,UPI,UPI Partner,808.86,Success,Electronics,0
909698,502199,2024-04-23,UPI,Branch,332.64,Success,Fuel,0
909699,500737,2024-01-19,ATM,Mobile App,14185.68,Success,Utilities,0
909700,501238,2024-03-23,UPI,UPI Partner,441.58,Success,Restaurants,0
909701,500783,2024-02-11,ATM,Mobile App,4022.76,Success,Fuel,0
909702,500652,2024-03-31,NEFT,Mobile App,5945.49,Success,Restaurants,0
909703,501134,2024-03-12,ATM,UPI Partner,3019.81,Success,Education,0
909704,500665,2024-01-12,NEFT,Mobile App,99065.58,Success,Healthcare,0
909705,501035,2024-02-18,UPI,Mobile App,1446.4,Success,Groceries,0
909706,502357,2024-04-27,Card,Mobile App,3464.3,Success,Utilities,0
909707,500742,2024-01-05,IMPS,Internet Banking,4722.63,Success,Restaurants,0
909708,502015,2024-04-26,Bill Payment,ATM,8012.5,Success,Restaurants,0
909709,500813,2024-01-13,IMPS,Mobile App,5896.11,Success,Healthcare,0
909710,500915,2024-03-08,Card,Internet Banking,6048.6,Success,Healthcare,0
909711,501352,2024-01-31,UPI,Mobile App,416.85,Success,Groceries,0
909712,501287,2024-01-01,UPI,Internet Banking,243.97,Success,Healthcare,0
909713,502291,2024-04-24,IMPS,Mobile App,20131.91,Success,Utilities,0
909714,500605,2024-01-09,IMPS,Mobile App,7310.64,Success,Groceries,0
909715,501341,2024-03-13,Card,ATM,2458.05,Success,Groceries,0
909716,500404,2024-03-25,IMPS,Branch,1624.81,Success,Groceries,0
909717,502303,2024-01-05,UPI,UPI Partner,2039.07,Success,Healthcare,0
909718,500028,2024-03-01,UPI,Internet Banking,1270.56,Success,Electronics,0
909719,501109,2024-01-13,UPI,Internet Banking,410.07,Success,Healthcare,0
909720,500444,2024-02-23,Card,Internet Banking,2342.98,Success,Healthcare,0
909721,501321,2024-01-08,UPI,Mobile App,391.94,Success,Education,0
909722,500266,2024-03-19,Card,Mobile App,2365.79,Success,Restaurants,0
909723,500905,2024-03-20,Bill Payment,ATM,9142.72,Success,Healthcare,0
909724,501191,2024-01-02,IMPS,ATM,9557.21,Success,Utilities,0
909725,500415,2024-04-13,Card,Branch,521.82,Success,Fuel,0
909726,501899,2024-04-22,Bill Payment,Internet Banking,2478.02,Success,Education,0
909727,501394,2024-04-09,Card,UPI Partner,1076.22,Failed,Education,0
909728,501447,2024-02-23,IMPS,ATM,21983.68,Success,Education,0
909729,500151,2024-02-29,IMPS,Branch,7221.83,Success,Utilities,0
909730,500556,2024-03-01,Card,UPI Partner,3187.43,Success,Restaurants,0
909731,500977,2024-04-22,UPI,Branch,488.48,Failed,Electronics,0
909732,500808,2024-03-22,NEFT,Mobile App,6543.99,Success,Groceries,0
909733,501942,2024-04-29,ATM,Mobile App,4791.16,Failed,Travel,0
909734,501943,2024-02-08,NEFT,Internet Banking,17520.56,Success,Travel,0
909735,501296,2024-04-24,Bill Payment,Mobile App,1526.08,Success,Fuel,0
909736,501743,2024-03-29,ATM,Branch,5383.71,Success,Electronics,0
909737,501116,2024-04-22,UPI,UPI Partner,297.58,Success,Utilities,0
909738,500995,2024-02-19,ATM,Mobile App,500.51,Success,Travel,0
909739,502292,2024-04-04,UPI,Mobile App,1085.28,Success,Electronics,0
909740,501579,2024-01-31,Bill Payment,UPI Partner,437.15,Success,Travel,0
909741,501785,2024-01-17,IMPS,Mobile App,7103.8,Success,Travel,0
909742,501581,2024-02-14,UPI,Internet Banking,553.55,Success,Electronics,0
909743,500666,2024-01-10,Card,Mobile App,3497.15,Failed,Utilities,0
909744,500661,2024-04-16,NEFT,ATM,1621.69,Success,Education,0
909745,502242,2024-02-09,UPI,Mobile App,779.31,Success,Healthcare,0
909746,501459,2024-03-22,NEFT,UPI Partner,14435.23,Success,Restaurants,0
909747,502039,2024-01-23,UPI,Mobile App,500.69,Success,Healthcare,0
909748,500726,2024-01-19,UPI,Mobile App,567.03,Success,Fuel,0
909749,500538,2024-04-01,ATM,ATM,3817.52,Success,Healthcare,0
909750,500517,2024-04-17,UPI,Mobile App,674.05,Success,Restaurants,0
909751,500366,2024-03-01,UPI,Mobile App,375.13,Success,Groceries,0
909752,501525,2024-04-19,UPI,ATM,1055.37,Success,Electronics,0
909753,501492,2024-02-16,NEFT,Internet Banking,8204.7,Success,Electronics,0
909754,500296,2024-01-08,IMPS,Mobile App,28469.08,Failed,Education,0
909755,501938,2024-02-01,UPI,Mobile App,720.29,Success,Restaurants,0
909756,501974,2024-01-22,IMPS,Branch,3087.55,Success,Groceries,0
909757,500992,2024-04-15,UPI,UPI Partner,1233.13,Success,Healthcare,0
909758,502048,2024-04-20,NEFT,Mobile App,32010.35,Success,Education,0
909759,501577,2024-02-15,UPI,Mobile App,674.54,Success,Fuel,0
909760,501910,2024-01-18,Card,Mobile App,3051.54,Success,Electronics,0
909761,501935,2024-03-18,IMPS,Mobile App,1895.78,Failed,Education,0
909762,500692,2024-04-23,UPI,Mobile App,1190.31,Success,Healthcare,0
909763,501356,2024-02-27,Card,Mobile App,2826.5,Success,Healthcare,0
909764,500718,2024-04-25,IMPS,Mobile App,12375.65,Success,Education,0
909765,501346,2024-03-06,UPI,Internet Banking,1022.52,Success,Education,0
909766,501589,2024-01-31,Bill Payment,Mobile App,660.93,Success,Healthcare,0
909767,502345,2024-01-18,Card,Mobile App,8934.96,Success,Healthcare,0
909768,501619,2024-02-06,ATM,ATM,5510.73,Success,Utilities,0
909769,501963,2024-04-07,ATM,Mobile App,1458.86,Success,Travel,0
909770,500995,2024-02-20,ATM,Mobile App,5492.87,Success,Groceries,0
909771,501908,2024-03-14,UPI,Internet Banking,1464.73,Success,Utilities,0
909772,500885,2024-04-27,Bill Payment,Mobile App,2186.12,Success,Fuel,0
909773,500967,2024-03-03,UPI,Mobile App,1830.71,Success,Groceries,0
909774,501642,2024-04-11,UPI,UPI Partner,1043.35,Success,Fuel,0
909775,501315,2024-04-28,Bill Payment,Mobile App,3601.65,Success,Restaurants,0
909776,501521,2024-02-19,NEFT,Mobile App,13649.06,Success,Healthcare,0
909777,501267,2024-03-17,Card,Mobile App,1744.45,Success,Education,0
909778,500946,2024-02-06,UPI,Mobile App,489.8,Success,Electronics,0
909779,501349,2024-03-08,NEFT,Mobile App,11037.52,Failed,Fuel,0
909780,502172,2024-01-16,UPI,Internet Banking,415.16,Success,Fuel,0
909781,500309,2024-03-08,UPI,Branch,4290.95,Success,Electronics,0
909782,501088,2024-02-18,Bill Payment,Mobile App,1000.07,Success,Travel,0
909783,502154,2024-02-04,UPI,Branch,1202.57,Success,Utilities,0
909784,501620,2024-03-09,UPI,Branch,1766.08,Success,Healthcare,0
909785,500641,2024-02-22,UPI,UPI Partner,1774.72,Success,Utilities,0
909786,500127,2024-02-08,NEFT,Mobile App,21595.98,Success,Restaurants,0
909787,501646,2024-01-08,ATM,Branch,3951.57,Success,Restaurants,0
909788,501360,2024-04-03,Card,Internet Banking,1252.74,Success,Healthcare,0
909789,500028,2024-04-08,IMPS,Internet Banking,5277.14,Success,Restaurants,0
909790,500813,2024-01-26,UPI,UPI Partner,495.02,Success,Restaurants,0
909791,502002,2024-04-27,UPI,Mobile App,2449.43,Success,Groceries,0
909792,500178,2024-03-10,IMPS,UPI Partner,7085.08,Success,Education,0
909793,501727,2024-03-17,UPI,ATM,1186.4,Success,Utilities,0
909794,500396,2024-03-20,ATM,UPI Partner,9711.87,Success,Groceries,0
909795,502295,2024-03-07,UPI,UPI Partner,419.31,Success,Travel,0
909796,501076,2024-02-16,UPI,Mobile App,1632.16,Success,Utilities,0
909797,501011,2024-01-07,UPI,Internet Banking,13531.14,Success,Groceries,0
909798,502123,2024-02-22,Bill Payment,Mobile App,2213.31,Success,Fuel,0
909799,500470,2024-01-21,Card,Mobile App,1204.1,Success,Utilities,0
909800,500222,2024-02-19,Card,ATM,680.19,Success,Fuel,0
909801,500962,2024-03-30,UPI,Branch,2520.57,Success,Restaurants,0
909802,500017,2024-01-31,UPI,ATM,1622.84,Success,Utilities,0
909803,501517,2024-02-27,Card,Mobile App,10261.8,Success,Fuel,0
909804,500587,2024-04-13,Card,Internet Banking,1836.53,Success,Education,0
909805,501011,2024-01-31,UPI,UPI Partner,1472.88,Success,Fuel,0
909806,501074,2024-04-12,UPI,Mobile App,3677.38,Success,Restaurants,0
909807,501020,2024-03-12,ATM,UPI Partner,4755.01,Success,Healthcare,0
909808,501907,2024-02-23,UPI,Mobile App,1762.83,Success,Travel,0
909809,501787,2024-03-28,UPI,Mobile App,2221.06,Success,Utilities,0
909810,500832,2024-01-27,IMPS,Mobile App,18222.47,Reversed,Fuel,0
909811,501430,2024-02-10,NEFT,Internet Banking,5208.29,Success,Utilities,0
909812,502335,2024-03-20,Card,Branch,1597.41,Success,Fuel,0
909813,501025,2024-02-20,UPI,UPI Partner,487.13,Success,Travel,0
909814,501933,2024-04-28,UPI,ATM,3112.68,Success,Travel,0
909815,501642,2024-02-18,IMPS,Mobile App,6499.64,Success,Travel,0
909816,501492,2024-03-23,Bill Payment,Mobile App,3600.42,Success,Healthcare,0
909817,500574,2024-02-27,Bill Payment,UPI Partner,760.14,Success,Electronics,0
909818,500078,2024-04-10,UPI,ATM,887.21,Reversed,Travel,0
909819,501472,2024-01-19,UPI,Internet Banking,837.04,Failed,Healthcare,0
909820,500958,2024-01-16,NEFT,Mobile App,3442.36,Success,Electronics,0
909821,502181,2024-03-02,UPI,Mobile App,708.14,Success,Travel,0
909822,500871,2024-03-28,ATM,Mobile App,4343.76,Success,Electronics,0
909823,501622,2024-01-07,ATM,Internet Banking,9741.25,Success,Healthcare,0
909824,501756,2024-04-26,UPI,Mobile App,1182.84,Failed,Restaurants,0
909825,500756,2024-03-18,IMPS,Mobile App,1661.8,Failed,Fuel,0
909826,500670,2024-01-29,UPI,Branch,1265.15,Success,Education,0
