customer_id,customer_name,age,gender,city,segment,signup_date,preferred_channel,risk_score
100326,Customer_100326,40,Female,Ahmedabad,Self Employed,2022-03-26,Mobile App,51.25
100327,Customer_100327,49,Female,Hyderabad,Student,2023-06-07,UPI Partner,28.25
100328,Customer_100328,45,Female,Delhi,Self Employed,2022-03-22,Mobile App,44.12
100329,Customer_100329,54,Male,Pune,Self Employed,2023-07-24,Mobile App,33.32
100330,Customer_100330,25,Female,Kolkata,Self Employed,2024-01-11,UPI Partner,42.48
100331,Customer_100331,27,Male,Bangalore,Salaried,2023-03-27,Branch,85.84
100332,Customer_100332,49,Female,Kolkata,Student,2023-08-24,UPI Partner,55.02
100333,Customer_100333,54,Male,Chennai,Salaried,2023-06-12,Mobile App,15.65
100334,Customer_100334,64,Male,Bangalore,Retired,2022-09-03,Mobile App,64.93
100335,Customer_100335,39,Female,Hyderabad,Small Business,2024-01-28,Branch,51.79
100336,Customer_100336,37,Male,Delhi,Salaried,2023-08-04,Mobile App,73.38
100337,Customer_100337,42,Male,Chennai,Salaried,2024-03-26,UPI Partner,61.05
100338,Customer_100338,62,Female,Pune,Salaried,2022-12-04,UPI Partner,55.6
100339,Customer_100339,25,Female,Bangalore,Self Employed,2023-05-28,Mobile App,42.69
100340,Customer_100340,58,Male,Pune,Student,2022-03-03,Internet Banking,54.83
100341,Customer_100341,62,Male,Bangalore,Salaried,2023-08-03,Internet Banking,34.19
100342,Customer_100342,59,Male,Chennai,Salaried,2022-05-27,Branch,50.09
100343,Customer_100343,58,Female,Chennai,Salaried,2022-08-31,Branch,94.12
100344,Customer_100344,45,Female,Delhi,Retired,2023-04-09,Internet Banking,59.67
100345,Customer_100345,42,Female,Bangalore,Self Employed,2022-01-17,Branch,59.09
100346,Customer_100346,38,Male,Ahmedabad,Salaried,2022-01-19,Mobile App,76.21
100347,Customer_100347,40,Male,Delhi,Self Employed,2023-06-09,UPI Partner,73.71
100348,Customer_100348,38,Male,Hyderabad,Salaried,2023-03-09,Mobile App,82.17
100349,Customer_100349,49,Male,Mumbai,Small Business,2023-11-04,Mobile App,61.92
100350,Customer_100350,60,Female,Bangalore,Salaried,2023-09-20,Mobile App,68.34
100351,Customer_100351,33,Female,Mumbai,Small Business,2022-10-20,UPI Partner,40.96
100352,Customer_100352,64,Female,Mumbai,Self Employed,2022-12-30,Branch,32.91
100353,Customer_100353,28,Female,Hyderabad,Small Business,2024-01-28,Branch,62.98
100354,Customer_100354,29,Female,Hyderabad,Student,2022-10-25,Mobile App,14.98
100355,Customer_100355,26,Female,Pune,Salaried,2023-07-31,Branch,57.85
100356,Customer_100356,26,Male,Delhi,Self Employed,2023-05-30,Branch,16.12
100357,Customer_100357,26,Female,Bangalore,Small Business,2023-08-18,Mobile App,81.55
100358,Customer_100358,32,Female,Kolkata,Retired,2023-03-31,Mobile App,27.76
100359,Customer_100359,63,Female,Chennai,Retired,2023-09-27,Branch,38.39
100360,Customer_100360,43,Female,Ahmedabad,Small Business,2022-10-23,Internet Banking,80.51
100361,Customer_100361,46,Female,Mumbai,Self Employed,2023-04-10,UPI Partner,84.87
100362,Customer_100362,58,Male,Hyderabad,Small Business,2022-06-07,Internet Banking,59.0
100363,Customer_100363,21,Male,Mumbai,Salaried,2023-10-22,UPI Partner,58.11
100364,Customer_100364,53,Female,Delhi,Salaried,2023-05-19,Mobile App,68.07
100365,Customer_100365,38,Female,Bangalore,Small Business,2023-04-23,Mobile App,64.01
100366,Customer_100366,52,Male,Bangalore,Self Employed,2022-02-19,Mobile App,61.84
100367,Customer_100367,31,Male,Hyderabad,Salaried,2023-01-28,UPI Partner,72.16
100368,Customer_100368,34,Male,Ahmedabad,Self Employed,2023-03-27,Internet Banking,70.28
100369,Customer_100369,63,Female,Delhi,Salaried,2024-01-16,UPI Partner,79.23
100370,Customer_100370,52,Male,Bangalore,Salaried,2023-11-27,UPI Partner,44.27
100371,Customer_100371,51,Male,Bangalore,Small Business,2022-08-11,Internet Banking,61.11
100372,Customer_100372,49,Female,Mumbai,Salaried,2022-06-28,Mobile App,73.64
100373,Customer_100373,29,Female,Hyderabad,Salaried,2022-05-05,Mobile App,64.18
100374,Customer_100374,55,Male,Bangalore,Retired,2022-07-05,Branch,70.6
100375,Customer_100375,34,Male,Pune,Salaried,2024-03-07,UPI Partner,44.66
100376,Customer_100376,60,Female,Hyderabad,Salaried,2022-11-04,Mobile App,62.46
100377,Customer_100377,35,Male,Mumbai,Salaried,2024-01-12,Branch,70.19
100378,Customer_100378,42,Male,Hyderabad,Self Employed,2022-11-05,Internet Banking,36.41
100379,Customer_100379,29,Male,Bangalore,Salaried,2023-07-12,UPI Partner,60.38
100380,Customer_100380,55,Male,Chennai,Self Employed,2022-03-25,Branch,40.19
100381,Customer_100381,52,Female,Bangalore,Salaried,2023-05-18,Branch,50.4
100382,Customer_100382,52,Male,Mumbai,Small Business,2023-11-24,Mobile App,47.45
100383,Customer_100383,26,Male,Chennai,Salaried,2022-08-25,Internet Banking,58.63
100384,Customer_100384,57,Male,Mumbai,Small Business,2022-08-31,Mobile App,33.01
100385,Customer_100385,28,Male,Hyderabad,Salaried,2023-10-14,UPI Partner,56.88
100386,Customer_100386,55,Male,Chennai,Student,2024-02-05,UPI Partner,46.02
100387,Customer_100387,26,Female,Chennai,Salaried,2023-12-18,Internet Banking,59.82
100388,Customer_100388,43,Male,Bangalore,Self Employed,2023-02-01,UPI Partner,1.0
100389,Customer_100389,34,Female,Hyderabad,Small Business,2022-01-23,Mobile App,36.65
100390,Customer_100390,58,Female,Bangalore,Salaried,2022-10-03,UPI Partner,44.12
100391,Customer_100391,29,Male,Hyderabad,Self Employed,2022-10-28,Branch,66.32
100392,Customer_100392,62,Female,Mumbai,Student,2023-03-13,Branch,75.88
100393,Customer_100393,31,Male,Hyderabad,Salaried,2022-09-16,UPI Partner,67.08
100394,Customer_100394,51,Male,Kolkata,Student,2023-03-07,Mobile App,79.42
100395,Customer_100395,54,Male,Pune,Salaried,2022-09-27,Mobile App,74.44
100396,Customer_100396,51,Female,Kolkata,Salaried,2022-09-20,Branch,78.69
100397,Customer_100397,35,Male,Mumbai,Student,2023-08-10,Internet Banking,87.08
100398,Customer_100398,58,Female,Pune,Retired,2023-04-15,Branch,67.12
100399,Customer_100399,64,Male,Chennai,Salaried,2023-04-07,Internet Banking,31.43
100400,Customer_100400,58,Male,Hyderabad,Retired,2022-08-08,Mobile App,41.38
100401,Customer_100401,39,Female,Mumbai,Salaried,2022-07-18,Mobile App,63.46
100402,Customer_100402,31,Male,Hyderabad,Salaried,2023-01-15,Branch,45.06
100403,Customer_100403,41,Male,Delhi,Salaried,2022-03-05,Internet Banking,67.82
100404,Customer_100404,59,Male,Hyderabad,Self Employed,2024-02-20,Mobile App,61.62
100405,Customer_100405,34,Female,Hyderabad,Self Employed,2023-06-10,Internet Banking,56.63
100406,Customer_100406,33,Female,Kolkata,Salaried,2023-10-05,Internet Banking,47.77
100407,Customer_100407,24,Male,Chennai,Self Employed,2024-02-18,Mobile App,60.21
100408,Customer_100408,31,Male,Mumbai,Salaried,2023-04-28,Branch,71.02
100409,Customer_100409,35,Male,Delhi,Salaried,2023-12-20,Internet Banking,69.88
100410,Customer_100410,47,Male,Kolkata,Salaried,2022-10-22,UPI Partner,99.0
100411,Customer_100411,28,Female,Mumbai,Salaried,2022-08-13,UPI Partner,61.15
100412,Customer_100412,48,Female,Kolkata,Self Employed,2022-04-09,Branch,53.03
100413,Customer_100413,47,Female,Kolkata,Student,2024-01-17,UPI Partner,68.81
100414,Customer_100414,40,Female,Chennai,Salaried,2022-02-09,UPI Partner,31.79
100415,Customer_100415,25,Male,Chennai,Retired,2022-10-03,Branch,79.41
100416,Customer_100416,61,Female,Delhi,Salaried,2022-05-29,Internet Banking,39.46
100417,Customer_100417,58,Female,Bangalore,Self Employed,2023-06-27,Internet Banking,69.15
100418,Customer_100418,23,Male,Chennai,Salaried,2022-02-22,Branch,35.88
100419,Customer_100419,49,Female,Hyderabad,Retired,2023-09-17,Mobile App,67.12
100420,Customer_100420,25,Male,Delhi,Retired,2022-08-19,Internet Banking,62.83
100421,Customer_100421,27,Female,Mumbai,Small Business,2022-08-06,Internet Banking,62.09
100422,Customer_100422,33,Male,Delhi,Student,2023-11-07,Mobile App,51.84
100423,Customer_100423,57,Male,Ahmedabad,Salaried,2022-05-30,Mobile App,15.62
100424,Customer_100424,46,Male,Mumbai,Retired,2023-05-27,UPI Partner,73.91
100425,Customer_100425,24,Male,Chennai,Small Business,2024-01-14,Mobile App,77.81
100426,Customer_100426,55,Female,Hyderabad,Salaried,2023-11-13,UPI Partner,43.21
100427,Customer_100427,57,Male,Bangalore,Small Business,2023-10-30,Branch,41.96
100428,Customer_100428,59,Female,Hyderabad,Salaried,2023-01-15,Internet Banking,50.04
100429,Customer_100429,54,Female,Bangalore,Self Employed,2022-11-21,UPI Partner,49.72
100430,Customer_100430,24,Male,Chennai,Salaried,2023-10-21,Branch,13.14
100431,Customer_100431,28,Female,Mumbai,Salaried,2023-01-01,Mobile App,44.7
100432,Customer_100432,37,Male,Kolkata,Salaried,2022-10-07,UPI Partner,72.68
100433,Customer_100433,21,Female,Delhi,Self Employed,2022-02-23,Internet Banking,35.39
100434,Customer_100434,53,Male,Mumbai,Salaried,2022-12-27,UPI Partner,40.64
100435,Customer_100435,29,Female,Chennai,Small Business,2023-03-04,Mobile App,45.66
100436,Customer_100436,31,Male,Pune,Small Business,2022-11-28,Branch,41.12
100437,Customer_100437,23,Male,Kolkata,Student,2023-02-12,UPI Partner,40.27
100438,Customer_100438,54,Female,Bangalore,Salaried,2023-06-10,Mobile App,28.26
100439,Customer_100439,59,Male,Chennai,Salaried,2024-01-09,Branch,69.33
100440,Customer_100440,28,Male,Mumbai,Salaried,2023-05-08,Branch,45.16
100441,Customer_100441,49,Male,Hyderabad,Self Employed,2023-09-15,UPI Partner,41.72
100442,Customer_100442,35,Female,Delhi,Retired,2024-03-15,Mobile App,57.0
100443,Customer_100443,42,Male,Pune,Self Employed,2022-01-13,Mobile App,39.96
100444,Customer_100444,44,Female,Hyderabad,Salaried,2022-07-31,Branch,54.34
100445,Customer_100445,56,Female,Bangalore,Salaried,2022-09-06,UPI Partner,30.33
100446,Customer_100446,34,Male,Bangalore,Salaried,2022-05-16,Internet Banking,65.75
100447,Customer_100447,56,Male,Mumbai,Student,2023-07-09,Mobile App,42.06
100448,Customer_100448,60,Female,Mumbai,Student,2023-05-06,UPI Partner,15.97
100449,Customer_100449,40,Female,Mumbai,Self Employed,2022-11-01,UPI Partner,78.78
100450,Customer_100450,44,Male,Delhi,Small Business,2024-01-18,Internet Banking,39.59
100451,Customer_100451,58,Male,Hyderabad,Self Employed,2022-04-08,Internet Banking,62.47
100452,Customer_100452,50,Female,Bangalore,Self Employed,2022-12-26,Internet Banking,47.43
100453,Customer_100453,50,Male,Ahmedabad,Self Employed,2022-03-21,Mobile App,17.33
100454,Customer_100454,59,Male,Pune,Self Employed,2022-04-23,Branch,85.17
100455,Customer_100455,56,Female,Delhi,Salaried,2022-09-02,Mobile App,52.28
100456,Customer_100456,25,Female,Delhi,Salaried,2022-12-29,UPI Partner,57.82
100457,Customer_100457,35,Male,Hyderabad,Salaried,2023-05-25,Internet Banking,34.53
100458,Customer_100458,27,Female,Delhi,Retired,2023-03-19,Branch,63.57
100459,Customer_100459,57,Female,Ahmedabad,Student,2023-12-28,Mobile App,61.55
100460,Customer_100460,25,Female,Delhi,Student,2023-09-02,Internet Banking,24.41
100461,Customer_100461,57,Female,Chennai,Self Employed,2023-05-22,UPI Partner,63.76
100462,Customer_100462,30,Female,Bangalore,Self Employed,2022-12-11,Branch,48.54
100463,Customer_100463,32,Male,Delhi,Salaried,2023-12-01,Mobile App,58.57
100464,Customer_100464,59,Male,Chennai,Salaried,2024-03-17,Branch,60.3
100465,Customer_100465,32,Female,Bangalore,Small Business,2024-01-19,Branch,58.8
100466,Customer_100466,39,Male,Delhi,Self Employed,2022-02-02,Internet Banking,42.81
100467,Customer_100467,51,Female,Mumbai,Small Business,2022-01-25,UPI Partner,80.82
100468,Customer_100468,45,Male,Delhi,Salaried,2022-05-27,Internet Banking,41.63
100469,Customer_100469,48,Female,Bangalore,Student,2022-03-20,Branch,74.92
100470,Customer_100470,21,Female,Bangalore,Salaried,2023-01-18,Branch,48.92
100471,Customer_100471,42,Male,Hyderabad,Salaried,2022-11-26,Branch,51.96
100472,Customer_100472,23,Male,Bangalore,Salaried,2023-06-19,Branch,42.86
100473,Customer_100473,41,Male,Hyderabad,Salaried,2023-04-17,Branch,57.04
100474,Customer_100474,47,Female,Delhi,Salaried,2022-04-03,Internet Banking,39.44
100475,Customer_100475,55,Male,Hyderabad,Self Employed,2024-03-26,UPI Partner,43.26
100476,Customer_100476,32,Female,Chennai,Salaried,2022-08-15,Mobile App,83.44
100477,Customer_100477,44,Male,Ahmedabad,Salaried,2024-03-03,Internet Banking,55.9
100478,Customer_100478,36,Male,Hyderabad,Retired,2023-12-03,Internet Banking,72.42
100479,Customer_100479,45,Male,Hyderabad,Salaried,2023-11-27,UPI Partner,47.98
100480,Customer_100480,61,Male,Mumbai,Retired,2022-01-25,Internet Banking,52.08
100481,Customer_100481,48,Female,Pune,Salaried,2023-01-27,UPI Partner,68.7
100482,Customer_100482,43,Female,Chennai,Salaried,2022-06-07,Internet Banking,84.91
100483,Customer_100483,60,Female,Bangalore,Salaried,2023-12-05,Internet Banking,68.3
100484,Customer_100484,39,Female,Mumbai,Salaried,2024-01-13,Mobile App,30.81
100485,Customer_100485,33,Male,Ahmedabad,Salaried,2022-05-03,Mobile App,49.98
100486,Customer_100486,59,Female,Hyderabad,Salaried,2023-03-12,UPI Partner,35.24
100487,Customer_100487,48,Male,Pune,Salaried,2023-05-25,Internet Banking,52.71
100488,Customer_100488,29,Male,Hyderabad,Salaried,2022-07-09,Branch,33.86
100489,Customer_100489,29,Female,Ahmedabad,Self Employed,2022-06-04,UPI Partner,70.23
100490,Customer_100490,63,Female,Delhi,Student,2022-08-04,UPI Partner,49.01
100491,Customer_100491,54,Female,Bangalore,Self Employed,2023-01-12,Mobile App,73.91
100492,Customer_100492,44,Male,Mumbai,Small Business,2022-10-22,Branch,30.99
100493,Customer_100493,40,Male,Chennai,Salaried,2022-11-12,UPI Partner,38.52
100494,Customer_100494,54,Female,Hyderabad,Small Business,2022-01-23,Branch,40.85
100495,Customer_100495,34,Female,Mumbai,Student,2022-01-11,UPI Partner,61.34
100496,Customer_100496,35,Male,Pune,Salaried,2023-03-29,Internet Banking,39.89
100497,Customer_100497,30,Female,Hyderabad,Salaried,2022-03-11,Branch,70.34
100498,Customer_100498,23,Male,Hyderabad,Student,2023-06-23,Mobile App,69.81
100499,Customer_100499,34,Female,Kolkata,Salaried,2024-01-03,Mobile App,72.47
100500,Customer_100500,56,Male,Ahmedabad,Salaried,2023-05-09,Branch,72.29
100501,Customer_100501,27,Female,Chennai,Salaried,2024-03-17,Internet Banking,20.2
100502,Customer_100502,29,Female,Delhi,Salaried,2022-07-16,UPI Partner,37.56
100503,Customer_100503,40,Male,Bangalore,Salaried,2023-08-25,UPI Partner,23.52
100504,Customer_100504,28,Female,Hyderabad,Self Employed,2023-01-26,Mobile App,56.92
100505,Customer_100505,31,Female,Ahmedabad,Small Business,2023-12-29,UPI Partner,25.48
100506,Customer_100506,23,Male,Pune,Salaried,2023-12-25,Mobile App,66.7
100507,Customer_100507,40,Male,Hyderabad,Salaried,2022-03-31,Branch,40.74
100508,Customer_100508,47,Female,Hyderabad,Self Employed,2023-07-13,Internet Banking,63.24
100509,Customer_100509,53,Male,Chennai,Small Business,2022-09-02,Internet Banking,56.95
100510,Customer_100510,63,Male,Delhi,Retired,2024-01-17,Mobile App,62.86
100511,Customer_100511,27,Female,Bangalore,Salaried,2024-03-12,Mobile App,23.63
100512,Customer_100512,57,Female,Bangalore,Retired,2023-04-15,Mobile App,41.83
100513,Customer_100513,48,Male,Pune,Self Employed,2024-01-06,Internet Banking,60.32
100514,Customer_100514,22,Female,Pune,Self Employed,2022-09-20,UPI Partner,12.46
100515,Customer_100515,63,Female,Chennai,Student,2023-01-26,Mobile App,62.34
100516,Customer_100516,32,Female,Delhi,Salaried,2023-10-07,UPI Partner,60.44
100517,Customer_100517,64,Male,Delhi,Salaried,2023-10-07,Internet Banking,57.55
100518,Customer_100518,58,Male,Hyderabad,Student,2023-04-28,Mobile App,44.24
100519,Customer_100519,31,Male,Mumbai,Salaried,2023-04-24,UPI Partner,56.33
100520,Customer_100520,50,Male,Pune,Self Employed,2022-06-08,Mobile App,75.64
100521,Customer_100521,51,Female,Mumbai,Self Employed,2022-12-10,Branch,43.19
100522,Customer_100522,55,Male,Bangalore,Small Business,2022-08-13,Internet Banking,37.13
100523,Customer_100523,34,Male,Pune,Salaried,2024-03-19,UPI Partner,49.94
100524,Customer_100524,28,Male,Kolkata,Salaried,2023-05-30,Branch,73.9
100525,Customer_100525,32,Female,Bangalore,Salaried,2022-07-17,Mobile App,48.08
100526,Customer_100526,52,Female,Delhi,Salaried,2023-03-16,Mobile App,76.68
100527,Customer_100527,52,Female,Mumbai,Salaried,2022-10-16,Internet Banking,53.84
100528,Customer_100528,48,Female,Pune,Salaried,2023-06-29,Mobile App,1.0
100529,Customer_100529,40,Female,Mumbai,Salaried,2023-11-28,Internet Banking,69.95
100530,Customer_100530,40,Male,Bangalore,Salaried,2022-06-26,Branch,66.8
100531,Customer_100531,25,Male,Hyderabad,Student,2023-03-28,Internet Banking,41.53
100532,Customer_100532,38,Male,Kolkata,Small Business,2022-04-12,UPI Partner,49.7
100533,Customer_100533,50,Female,Delhi,Small Business,2023-06-19,Branch,83.96
100534,Customer_100534,35,Male,Bangalore,Student,2022-03-21,Internet Banking,54.78
100535,Customer_100535,61,Female,Chennai,Retired,2023-09-28,UPI Partner,66.64
100536,Customer_100536,36,Male,Delhi,Self Employed,2023-08-31,Internet Banking,45.74
100537,Customer_100537,58,Female,Mumbai,Small Business,2023-12-03,Mobile App,71.28
100538,Customer_100538,33,Female,Bangalore,Student,2024-03-25,Branch,57.95
100539,Customer_100539,24,Female,Delhi,Salaried,2022-06-30,UPI Partner,61.17
100540,Customer_100540,37,Female,Delhi,Salaried,2022-06-02,Internet Banking,53.22
100541,Customer_100541,34,Male,Hyderabad,Salaried,2022-08-23,Branch,53.75
100542,Customer_100542,32,Male,Hyderabad,Salaried,2023-03-21,Internet Banking,71.5
100543,Customer_100543,25,Female,Chennai,Student,2023-03-26,UPI Partner,41.49
100544,Customer_100544,63,Male,Pune,Salaried,2022-01-06,Mobile App,37.71
100545,Customer_100545,53,Male,Chennai,Self Employed,2023-10-14,Branch,35.56
100546,Customer_100546,33,Female,Chennai,Salaried,2023-04-07,Internet Banking,36.18
100547,Customer_100547,30,Female,Mumbai,Self Employed,2022-04-06,UPI Partner,38.38
100548,Customer_100548,61,Female,Delhi,Salaried,2024-02-28,Internet Banking,75.82
100549,Customer_100549,46,Female,Hyderabad,Student,2022-08-23,Internet Banking,90.01
100550,Customer_100550,32,Male,Hyderabad,Student,2022-12-09,Branch,92.46
100551,Customer_100551,52,Male,Hyderabad,Student,2023-11-03,UPI Partner,85.01
100552,Customer_100552,32,Male,Pune,Salaried,2023-07-28,Internet Banking,51.39
100553,Customer_100553,32,Male,Bangalore,Salaried,2024-01-22,Internet Banking,92.67
100554,Customer_100554,25,Female,Hyderabad,Salaried,2022-07-02,Mobile App,24.57
100555,Customer_100555,58,Female,Kolkata,Student,2022-03-17,Branch,36.73
100556,Customer_100556,42,Male,Chennai,Salaried,2023-02-01,Branch,46.6
100557,Customer_100557,49,Male,Bangalore,Salaried,2023-08-23,Branch,57.13
100558,Customer_100558,31,Female,Ahmedabad,Salaried,2022-09-08,UPI Partner,62.1
100559,Customer_100559,47,Male,Mumbai,Retired,2023-09-25,UPI Partner,72.12
100560,Customer_100560,61,Female,Hyderabad,Self Employed,2023-01-13,UPI Partner,67.31
100561,Customer_100561,41,Male,Hyderabad,Small Business,2024-03-25,Branch,65.07
100562,Customer_100562,24,Female,Delhi,Self Employed,2023-04-27,Internet Banking,59.9
100563,Customer_100563,29,Female,Chennai,Small Business,2022-09-13,Branch,54.63
100564,Customer_100564,30,Female,Delhi,Student,2022-12-21,Internet Banking,54.02
100565,Customer_100565,60,Male,Bangalore,Salaried,2023-09-12,Internet Banking,64.29
100566,Customer_100566,36,Female,Hyderabad,Salaried,2023-03-11,Internet Banking,27.61
100567,Customer_100567,51,Male,Delhi,Salaried,2023-05-27,Branch,34.4
100568,Customer_100568,21,Female,Mumbai,Student,2022-01-30,Internet Banking,59.88
100569,Customer_100569,48,Female,Hyderabad,Salaried,2022-10-14,Branch,27.69
100570,Customer_100570,50,Female,Hyderabad,Salaried,2023-11-11,UPI Partner,57.47
100571,Customer_100571,38,Female,Chennai,Self Employed,2023-04-26,Branch,69.21
100572,Customer_100572,55,Male,Hyderabad,Self Employed,2023-07-18,UPI Partner,76.92
100573,Customer_100573,33,Male,Hyderabad,Salaried,2023-05-06,Internet Banking,26.35
100574,Customer_100574,62,Female,Delhi,Salaried,2022-01-20,Branch,81.45
100575,Customer_100575,54,Female,Mumbai,Self Employed,2022-02-12,Branch,80.7
100576,Customer_100576,38,Female,Kolkata,Self Employed,2023-01-30,Branch,30.27
100577,Customer_100577,57,Female,Delhi,Self Employed,2022-12-19,Internet Banking,75.79
100578,Customer_100578,47,Female,Hyderabad,Salaried,2024-03-11,Branch,56.47
100579,Customer_100579,54,Female,Hyderabad,Salaried,2023-11-02,Mobile App,28.82
100580,Customer_100580,56,Female,Delhi,Student,2022-05-28,Branch,56.06
100581,Customer_100581,42,Female,Chennai,Salaried,2022-10-10,Branch,84.44
100582,Customer_100582,54,Male,Bangalore,Small Business,2023-03-13,Mobile App,46.87
100583,Customer_100583,29,Female,Pune,Student,2023-01-15,Branch,53.39
100584,Customer_100584,22,Male,Bangalore,Salaried,2023-01-29,UPI Partner,36.28
100585,Customer_100585,31,Female,Hyderabad,Self Employed,2022-04-30,Internet Banking,55.99
100586,Customer_100586,54,Female,Mumbai,Self Employed,2022-02-13,Mobile App,77.6
100587,Customer_100587,50,Male,Bangalore,Salaried,2023-12-12,Internet Banking,74.19
100588,Customer_100588,21,Male,Mumbai,Student,2023-12-29,UPI Partner,54.27
100589,Customer_100589,42,Male,Chennai,Small Business,2023-07-18,Mobile App,61.66
100590,Customer_100590,50,Male,Chennai,Retired,2022-04-01,Branch,62.98
100591,Customer_100591,53,Female,Hyderabad,Salaried,2023-07-31,UPI Partner,76.24
100592,Customer_100592,33,Female,Bangalore,Self Employed,2023-01-04,UPI Partner,56.98
100593,Customer_100593,60,Female,Delhi,Salaried,2022-03-22,Mobile App,17.3
100594,Customer_100594,56,Male,Hyderabad,Self Employed,2023-09-23,Internet Banking,54.11
100595,Customer_100595,37,Male,Bangalore,Self Employed,2023-07-22,Branch,55.42
100596,Customer_100596,43,Male,Chennai,Small Business,2023-12-16,UPI Partner,43.19
100597,Customer_100597,35,Male,Mumbai,Self Employed,2023-03-27,Mobile App,84.36
100598,Customer_100598,26,Male,Bangalore,Student,2024-01-10,Branch,29.65
100599,Customer_100599,58,Female,Hyderabad,Retired,2022-02-20,Internet Banking,45.52
100600,Customer_100600,31,Female,Bangalore,Salaried,2023-03-12,UPI Partner,52.12
100601,Customer_100601,34,Female,Delhi,Salaried,2023-08-12,Internet Banking,79.24
100602,Customer_100602,49,Male,Bangalore,Student,2022-03-21,Branch,21.25
100603,Customer_100603,31,Female,Bangalore,Self Employed,2022-11-14,Branch,83.19
100604,Customer_100604,62,Female,Delhi,Salaried,2023-09-11,Internet Banking,72.81
100605,Customer_100605,31,Female,Mumbai,Small Business,2022-02-26,Mobile App,54.51
100606,Customer_100606,29,Male,Bangalore,Salaried,2022-04-05,UPI Partner,40.58
100607,Customer_100607,63,Female,Hyderabad,Small Business,2024-02-16,UPI Partner,68.19
100608,Customer_100608,50,Male,Hyderabad,Small Business,2023-07-18,UPI Partner,43.73
100609,Customer_100609,28,Male,Bangalore,Self Employed,2024-02-05,Mobile App,71.43
100610,Customer_100610,37,Female,Hyderabad,Self Employed,2023-03-09,Branch,44.47
100611,Customer_100611,35,Male,Pune,Salaried,2023-06-14,Branch,66.62
100612,Customer_100612,42,Female,Hyderabad,Self Employed,2022-12-09,UPI Partner,52.78
100613,Customer_100613,38,Male,Bangalore,Student,2024-01-10,Branch,86.27
100614,Customer_100614,36,Female,Mumbai,Self Employed,2022-12-22,Branch,44.21
100615,Customer_100615,45,Female,Pune,Small Business,2022-04-29,Mobile App,13.7
100616,Customer_100616,59,Male,Pune,Salaried,2023-12-14,UPI Partner,65.41
100617,Customer_100617,27,Male,Delhi,Retired,2023-11-18,Internet Banking,69.37
100618,Customer_100618,35,Female,Hyderabad,Self Employed,2022-02-14,Internet Banking,8.9
100619,Customer_100619,22,Male,Mumbai,Self Employed,2023-03-28,Mobile App,33.14
100620,Customer_100620,60,Male,Bangalore,Small Business,2023-11-27,Branch,72.53
100621,Customer_100621,28,Male,Mumbai,Salaried,2023-07-13,UPI Partner,47.97
100622,Customer_100622,46,Female,Bangalore,Salaried,2023-06-06,Internet Banking,69.15
100623,Customer_100623,62,Female,Bangalore,Small Business,2023-10-21,Branch,56.82
100624,Customer_100624,39,Female,Mumbai,Salaried,2023-11-09,Branch,56.45
100625,Customer_100625,34,Male,Ahmedabad,Salaried,2024-01-02,Internet Banking,40.74
100626,Customer_100626,33,Female,Mumbai,Self Employed,2022-06-03,Branch,32.11
100627,Customer_100627,50,Male,Hyderabad,Salaried,2023-05-02,Branch,73.98
100628,Customer_100628,32,Female,Hyderabad,Student,2024-01-05,UPI Partner,80.41
100629,Customer_100629,54,Female,Chennai,Self Employed,2022-01-16,Mobile App,39.98
100630,Customer_100630,64,Male,Mumbai,Salaried,2022-12-21,Branch,55.8
100631,Customer_100631,43,Female,Delhi,Salaried,2022-12-14,UPI Partner,68.66
100632,Customer_100632,51,Male,Mumbai,Salaried,2023-09-09,Mobile App,56.27
100633,Customer_100633,55,Male,Ahmedabad,Salaried,2023-04-16,Mobile App,88.01
100634,Customer_100634,44,Male,Chennai,Salaried,2022-12-21,UPI Partner,86.19
100635,Customer_100635,51,Male,Hyderabad,Small Business,2023-03-19,Branch,36.17
100636,Customer_100636,21,Male,Mumbai,Small Business,2023-12-05,UPI Partner,13.72
100637,Customer_100637,56,Female,Hyderabad,Self Employed,2022-10-27,Internet Banking,19.15
100638,Customer_100638,38,Female,Bangalore,Salaried,2022-01-11,Branch,53.39
100639,Customer_100639,44,Male,Delhi,Self Employed,2023-06-20,Mobile App,39.84
100640,Customer_100640,64,Female,Delhi,Self Employed,2022-05-09,Mobile App,88.23
100641,Customer_100641,23,Male,Pune,Salaried,2022-05-10,Internet Banking,94.79
100642,Customer_100642,63,Female,Hyderabad,Self Employed,2023-08-24,Branch,36.86
100643,Customer_100643,26,Male,Delhi,Student,2023-02-03,UPI Partner,46.96
100644,Customer_100644,35,Female,Chennai,Retired,2024-02-29,Branch,84.19
100645,Customer_100645,43,Female,Bangalore,Student,2024-01-22,UPI Partner,61.23
100646,Customer_100646,30,Male,Hyderabad,Self Employed,2022-10-15,Internet Banking,43.1
100647,Customer_100647,49,Female,Hyderabad,Self Employed,2022-11-17,Mobile App,59.52
100648,Customer_100648,31,Female,Bangalore,Salaried,2023-10-06,Internet Banking,39.46
100649,Customer_100649,53,Female,Delhi,Retired,2022-07-08,Internet Banking,21.09
100650,Customer_100650,63,Male,Bangalore,Salaried,2022-10-20,Branch,53.91
100651,Customer_100651,51,Male,Mumbai,Retired,2022-01-25,UPI Partner,70.04
